kodi_projekti,emertimi,kodi_institucioni,kodi_programi,viti_fiskal,kodi_llogarie_ekonomike,burimi_i_financimit
PRJ-009728,Investim i planifikuar (pa dalë ende në prokurim) 3228,INST-0104,,2026,231,Buxheti i Shtetit
PRJ-009729,Investim i planifikuar (pa dalë ende në prokurim) 3229,INST-0085,,2023,231,Të ardhura të trashiguara
PRJ-009730,Investim i planifikuar (pa dalë ende në prokurim) 3230,INST-0647,,2025,230,Buxheti i Shtetit
PRJ-009731,Investim i planifikuar (pa dalë ende në prokurim) 3231,INST-0754,,2026,230,Buxheti i Shtetit
PRJ-009732,Investim i planifikuar (pa dalë ende në prokurim) 3232,INST-0776,,2024,230,Financim i huaj
PRJ-009733,Investim i planifikuar (pa dalë ende në prokurim) 3233,INST-0227,,2023,230,Buxheti i Shtetit
PRJ-009734,Investim i planifikuar (pa dalë ende në prokurim) 3234,INST-0582,,2025,231,Financim i huaj
PRJ-009735,Investim i planifikuar (pa dalë ende në prokurim) 3235,INST-0881,,2025,230,Buxheti i Shtetit
PRJ-009736,Investim i planifikuar (pa dalë ende në prokurim) 3236,INST-0507,,2024,230,Të ardhura të trashiguara
PRJ-009737,Investim i planifikuar (pa dalë ende në prokurim) 3237,INST-0614,,2025,231,Financim i huaj
PRJ-009738,Investim i planifikuar (pa dalë ende në prokurim) 3238,INST-0361,,2024,231,Financim i huaj
PRJ-009739,Investim i planifikuar (pa dalë ende në prokurim) 3239,INST-0402,,2023,230,Buxheti i Shtetit
PRJ-009740,Investim i planifikuar (pa dalë ende në prokurim) 3240,INST-0854,,2023,230,Buxheti i Shtetit
PRJ-009741,Investim i planifikuar (pa dalë ende në prokurim) 3241,INST-0458,,2025,231,Të ardhura të trashiguara
PRJ-009742,Investim i planifikuar (pa dalë ende në prokurim) 3242,INST-0321,,2024,230,Financim i huaj
PRJ-009743,Investim i planifikuar (pa dalë ende në prokurim) 3243,INST-0258,,2024,231,Të ardhura të trashiguara
PRJ-009744,Investim i planifikuar (pa dalë ende në prokurim) 3244,INST-0794,,2025,230,Buxheti i Shtetit
PRJ-009745,Investim i planifikuar (pa dalë ende në prokurim) 3245,INST-0387,,2023,230,Të ardhura të trashiguara
PRJ-009746,Investim i planifikuar (pa dalë ende në prokurim) 3246,INST-0143,,2026,231,Financim i huaj
PRJ-009747,Investim i planifikuar (pa dalë ende në prokurim) 3247,INST-0366,,2025,230,Financim i huaj
PRJ-009748,Investim i planifikuar (pa dalë ende në prokurim) 3248,INST-0321,,2023,231,Buxheti i Shtetit
PRJ-009749,Investim i planifikuar (pa dalë ende në prokurim) 3249,INST-0466,,2024,230,Të ardhura të trashiguara
PRJ-009750,Investim i planifikuar (pa dalë ende në prokurim) 3250,INST-0434,,2023,230,Të ardhura të trashiguara
PRJ-009751,Investim i planifikuar (pa dalë ende në prokurim) 3251,INST-0401,,2026,231,Buxheti i Shtetit
PRJ-009752,Investim i planifikuar (pa dalë ende në prokurim) 3252,INST-0939,,2026,230,Buxheti i Shtetit
PRJ-009753,Investim i planifikuar (pa dalë ende në prokurim) 3253,INST-0636,,2023,231,Buxheti i Shtetit
PRJ-009754,Investim i planifikuar (pa dalë ende në prokurim) 3254,INST-0696,,2023,231,Të ardhura të trashiguara
PRJ-009755,Investim i planifikuar (pa dalë ende në prokurim) 3255,INST-0576,,2026,230,Financim i huaj
PRJ-009756,Investim i planifikuar (pa dalë ende në prokurim) 3256,INST-0276,,2024,231,Buxheti i Shtetit
PRJ-009757,Investim i planifikuar (pa dalë ende në prokurim) 3257,INST-1023,,2026,230,Buxheti i Shtetit
PRJ-009758,Investim i planifikuar (pa dalë ende në prokurim) 3258,INST-0285,,2025,231,Financim i huaj
PRJ-009759,Investim i planifikuar (pa dalë ende në prokurim) 3259,INST-0761,,2023,230,Financim i huaj
PRJ-009760,Investim i planifikuar (pa dalë ende në prokurim) 3260,INST-0487,,2024,231,Të ardhura të trashiguara
PRJ-009761,Investim i planifikuar (pa dalë ende në prokurim) 3261,INST-0496,,2026,231,Të ardhura të trashiguara
PRJ-009762,Investim i planifikuar (pa dalë ende në prokurim) 3262,INST-0785,,2023,230,Të ardhura të trashiguara
PRJ-009763,Investim i planifikuar (pa dalë ende në prokurim) 3263,INST-0899,,2025,230,Të ardhura të trashiguara
PRJ-009764,Investim i planifikuar (pa dalë ende në prokurim) 3264,INST-0152,,2023,230,Buxheti i Shtetit
PRJ-009765,Investim i planifikuar (pa dalë ende në prokurim) 3265,INST-0413,,2026,230,Buxheti i Shtetit
PRJ-009766,Investim i planifikuar (pa dalë ende në prokurim) 3266,INST-0485,,2024,231,Të ardhura të trashiguara
PRJ-009767,Investim i planifikuar (pa dalë ende në prokurim) 3267,INST-0030,,2024,231,Financim i huaj
PRJ-009768,Investim i planifikuar (pa dalë ende në prokurim) 3268,INST-0758,,2025,231,Buxheti i Shtetit
PRJ-009769,Investim i planifikuar (pa dalë ende në prokurim) 3269,INST-0969,,2025,231,Buxheti i Shtetit
PRJ-009770,Investim i planifikuar (pa dalë ende në prokurim) 3270,INST-0777,,2023,231,Financim i huaj
PRJ-009771,Investim i planifikuar (pa dalë ende në prokurim) 3271,INST-0899,,2024,230,Të ardhura të trashiguara
PRJ-009772,Investim i planifikuar (pa dalë ende në prokurim) 3272,INST-0095,,2025,231,Financim i huaj
PRJ-009773,Investim i planifikuar (pa dalë ende në prokurim) 3273,INST-0572,,2023,230,Financim i huaj
PRJ-009774,Investim i planifikuar (pa dalë ende në prokurim) 3274,INST-0360,,2026,230,Financim i huaj
PRJ-009775,Investim i planifikuar (pa dalë ende në prokurim) 3275,INST-1032,,2023,231,Buxheti i Shtetit
PRJ-009776,Investim i planifikuar (pa dalë ende në prokurim) 3276,INST-0550,,2024,231,Të ardhura të trashiguara
PRJ-009777,Investim i planifikuar (pa dalë ende në prokurim) 3277,INST-0757,,2024,231,Të ardhura të trashiguara
PRJ-009778,Investim i planifikuar (pa dalë ende në prokurim) 3278,INST-0313,,2026,231,Të ardhura të trashiguara
PRJ-009779,Investim i planifikuar (pa dalë ende në prokurim) 3279,INST-0357,,2025,230,Financim i huaj
PRJ-009780,Investim i planifikuar (pa dalë ende në prokurim) 3280,INST-0481,,2023,231,Financim i huaj
PRJ-009781,Investim i planifikuar (pa dalë ende në prokurim) 3281,INST-0984,,2026,231,Të ardhura të trashiguara
PRJ-009782,Investim i planifikuar (pa dalë ende në prokurim) 3282,INST-0972,,2026,231,Të ardhura të trashiguara
PRJ-009783,Investim i planifikuar (pa dalë ende në prokurim) 3283,INST-0354,,2023,230,Financim i huaj
PRJ-009784,Investim i planifikuar (pa dalë ende në prokurim) 3284,INST-0405,,2023,231,Të ardhura të trashiguara
PRJ-009785,Investim i planifikuar (pa dalë ende në prokurim) 3285,INST-0676,,2025,230,Financim i huaj
PRJ-009786,Investim i planifikuar (pa dalë ende në prokurim) 3286,INST-0970,,2025,231,Buxheti i Shtetit
PRJ-009787,Investim i planifikuar (pa dalë ende në prokurim) 3287,INST-0789,,2026,231,Buxheti i Shtetit
PRJ-009788,Investim i planifikuar (pa dalë ende në prokurim) 3288,INST-0722,,2023,230,Të ardhura të trashiguara
PRJ-009789,Investim i planifikuar (pa dalë ende në prokurim) 3289,INST-0713,,2026,230,Të ardhura të trashiguara
PRJ-009790,Investim i planifikuar (pa dalë ende në prokurim) 3290,INST-0493,,2023,230,Buxheti i Shtetit
PRJ-009791,Investim i planifikuar (pa dalë ende në prokurim) 3291,INST-0989,,2024,230,Buxheti i Shtetit
PRJ-009792,Investim i planifikuar (pa dalë ende në prokurim) 3292,INST-0362,,2025,230,Të ardhura të trashiguara
PRJ-009793,Investim i planifikuar (pa dalë ende në prokurim) 3293,INST-0982,,2026,231,Buxheti i Shtetit
PRJ-009794,Investim i planifikuar (pa dalë ende në prokurim) 3294,INST-0154,,2024,231,Buxheti i Shtetit
PRJ-009795,Investim i planifikuar (pa dalë ende në prokurim) 3295,INST-0059,,2024,230,Financim i huaj
PRJ-009796,Investim i planifikuar (pa dalë ende në prokurim) 3296,INST-0483,,2025,231,Të ardhura të trashiguara
PRJ-009797,Investim i planifikuar (pa dalë ende në prokurim) 3297,INST-0434,,2023,231,Financim i huaj
PRJ-009798,Investim i planifikuar (pa dalë ende në prokurim) 3298,INST-0743,,2023,231,Financim i huaj
PRJ-009799,Investim i planifikuar (pa dalë ende në prokurim) 3299,INST-0970,,2026,231,Buxheti i Shtetit
PRJ-009800,Investim i planifikuar (pa dalë ende në prokurim) 3300,INST-0496,,2024,230,Të ardhura të trashiguara
PRJ-009801,Investim i planifikuar (pa dalë ende në prokurim) 3301,INST-0250,,2023,231,Financim i huaj
PRJ-009802,Investim i planifikuar (pa dalë ende në prokurim) 3302,INST-0377,,2025,231,Buxheti i Shtetit
PRJ-009803,Investim i planifikuar (pa dalë ende në prokurim) 3303,INST-0647,,2023,231,Të ardhura të trashiguara
PRJ-009804,Investim i planifikuar (pa dalë ende në prokurim) 3304,INST-1013,,2023,231,Të ardhura të trashiguara
PRJ-009805,Investim i planifikuar (pa dalë ende në prokurim) 3305,INST-0070,,2023,231,Financim i huaj
PRJ-009806,Investim i planifikuar (pa dalë ende në prokurim) 3306,INST-0046,,2026,231,Financim i huaj
PRJ-009807,Investim i planifikuar (pa dalë ende në prokurim) 3307,INST-0605,,2026,231,Buxheti i Shtetit
PRJ-009808,Investim i planifikuar (pa dalë ende në prokurim) 3308,INST-0286,,2025,230,Financim i huaj
PRJ-009809,Investim i planifikuar (pa dalë ende në prokurim) 3309,INST-0696,,2023,230,Buxheti i Shtetit
PRJ-009810,Investim i planifikuar (pa dalë ende në prokurim) 3310,INST-0939,,2024,231,Buxheti i Shtetit
PRJ-009811,Investim i planifikuar (pa dalë ende në prokurim) 3311,INST-0490,,2025,230,Financim i huaj
PRJ-009812,Investim i planifikuar (pa dalë ende në prokurim) 3312,INST-0293,,2023,231,Buxheti i Shtetit
PRJ-009813,Investim i planifikuar (pa dalë ende në prokurim) 3313,INST-0366,,2026,230,Financim i huaj
PRJ-009814,Investim i planifikuar (pa dalë ende në prokurim) 3314,INST-0938,,2025,231,Financim i huaj
PRJ-009815,Investim i planifikuar (pa dalë ende në prokurim) 3315,INST-0706,,2025,231,Buxheti i Shtetit
PRJ-009816,Investim i planifikuar (pa dalë ende në prokurim) 3316,INST-0808,,2026,230,Buxheti i Shtetit
PRJ-009817,Investim i planifikuar (pa dalë ende në prokurim) 3317,INST-0562,,2024,231,Të ardhura të trashiguara
PRJ-009818,Investim i planifikuar (pa dalë ende në prokurim) 3318,INST-1017,,2024,230,Të ardhura të trashiguara
PRJ-009819,Investim i planifikuar (pa dalë ende në prokurim) 3319,INST-0044,,2025,230,Financim i huaj
PRJ-009820,Investim i planifikuar (pa dalë ende në prokurim) 3320,INST-0805,,2023,231,Të ardhura të trashiguara
PRJ-009821,Investim i planifikuar (pa dalë ende në prokurim) 3321,INST-1034,,2023,231,Të ardhura të trashiguara
PRJ-009822,Investim i planifikuar (pa dalë ende në prokurim) 3322,INST-0295,,2025,230,Financim i huaj
PRJ-009823,Investim i planifikuar (pa dalë ende në prokurim) 3323,INST-0403,,2025,231,Buxheti i Shtetit
PRJ-009824,Investim i planifikuar (pa dalë ende në prokurim) 3324,INST-0396,,2026,231,Financim i huaj
PRJ-009825,Investim i planifikuar (pa dalë ende në prokurim) 3325,INST-0094,,2026,230,Financim i huaj
PRJ-009826,Investim i planifikuar (pa dalë ende në prokurim) 3326,INST-0633,,2024,230,Buxheti i Shtetit
PRJ-009827,Investim i planifikuar (pa dalë ende në prokurim) 3327,INST-0858,,2023,230,Financim i huaj
PRJ-009828,Investim i planifikuar (pa dalë ende në prokurim) 3328,INST-0863,,2023,230,Buxheti i Shtetit
PRJ-009829,Investim i planifikuar (pa dalë ende në prokurim) 3329,INST-0356,,2026,231,Buxheti i Shtetit
PRJ-009830,Investim i planifikuar (pa dalë ende në prokurim) 3330,INST-0595,,2025,230,Buxheti i Shtetit
PRJ-009831,Investim i planifikuar (pa dalë ende në prokurim) 3331,INST-0875,,2025,230,Buxheti i Shtetit
PRJ-009832,Investim i planifikuar (pa dalë ende në prokurim) 3332,INST-0115,,2024,231,Buxheti i Shtetit
PRJ-009833,Investim i planifikuar (pa dalë ende në prokurim) 3333,INST-0092,,2026,231,Të ardhura të trashiguara
PRJ-009834,Investim i planifikuar (pa dalë ende në prokurim) 3334,INST-0611,,2023,230,Financim i huaj
PRJ-009835,Investim i planifikuar (pa dalë ende në prokurim) 3335,INST-0343,,2025,231,Financim i huaj
PRJ-009836,Investim i planifikuar (pa dalë ende në prokurim) 3336,INST-0126,,2023,230,Buxheti i Shtetit
PRJ-009837,Investim i planifikuar (pa dalë ende në prokurim) 3337,INST-0446,,2025,230,Financim i huaj
PRJ-009838,Investim i planifikuar (pa dalë ende në prokurim) 3338,INST-0791,,2023,230,Të ardhura të trashiguara
PRJ-009839,Investim i planifikuar (pa dalë ende në prokurim) 3339,INST-0604,,2023,231,Buxheti i Shtetit
PRJ-009840,Investim i planifikuar (pa dalë ende në prokurim) 3340,INST-1010,,2025,230,Të ardhura të trashiguara
PRJ-009841,Investim i planifikuar (pa dalë ende në prokurim) 3341,INST-0339,,2025,231,Të ardhura të trashiguara
PRJ-009842,Investim i planifikuar (pa dalë ende në prokurim) 3342,INST-0827,,2025,231,Buxheti i Shtetit
PRJ-009843,Investim i planifikuar (pa dalë ende në prokurim) 3343,INST-0942,,2025,230,Buxheti i Shtetit
PRJ-009844,Investim i planifikuar (pa dalë ende në prokurim) 3344,INST-0751,,2026,231,Buxheti i Shtetit
PRJ-009845,Investim i planifikuar (pa dalë ende në prokurim) 3345,INST-0498,,2025,231,Buxheti i Shtetit
PRJ-009846,Investim i planifikuar (pa dalë ende në prokurim) 3346,INST-0478,,2026,231,Financim i huaj
PRJ-009847,Investim i planifikuar (pa dalë ende në prokurim) 3347,INST-0105,,2024,230,Të ardhura të trashiguara
PRJ-009848,Investim i planifikuar (pa dalë ende në prokurim) 3348,INST-0238,,2023,231,Financim i huaj
PRJ-009849,Investim i planifikuar (pa dalë ende në prokurim) 3349,INST-0803,,2023,230,Të ardhura të trashiguara
PRJ-009850,Investim i planifikuar (pa dalë ende në prokurim) 3350,INST-0971,,2023,230,Buxheti i Shtetit
PRJ-009851,Investim i planifikuar (pa dalë ende në prokurim) 3351,INST-0023,,2025,230,Të ardhura të trashiguara
PRJ-009852,Investim i planifikuar (pa dalë ende në prokurim) 3352,INST-0191,,2023,231,Të ardhura të trashiguara
PRJ-009853,Investim i planifikuar (pa dalë ende në prokurim) 3353,INST-0236,,2026,230,Të ardhura të trashiguara
PRJ-009854,Investim i planifikuar (pa dalë ende në prokurim) 3354,INST-0170,,2025,231,Buxheti i Shtetit
PRJ-009855,Investim i planifikuar (pa dalë ende në prokurim) 3355,INST-0740,,2024,231,Financim i huaj
PRJ-009856,Investim i planifikuar (pa dalë ende në prokurim) 3356,INST-0045,,2026,230,Të ardhura të trashiguara
PRJ-009857,Investim i planifikuar (pa dalë ende në prokurim) 3357,INST-0578,,2025,230,Të ardhura të trashiguara
PRJ-009858,Investim i planifikuar (pa dalë ende në prokurim) 3358,INST-0616,,2023,230,Buxheti i Shtetit
PRJ-009859,Investim i planifikuar (pa dalë ende në prokurim) 3359,INST-0520,,2023,231,Buxheti i Shtetit
PRJ-009860,Investim i planifikuar (pa dalë ende në prokurim) 3360,INST-0511,,2026,231,Buxheti i Shtetit
PRJ-009861,Investim i planifikuar (pa dalë ende në prokurim) 3361,INST-0578,,2026,230,Financim i huaj
PRJ-009862,Investim i planifikuar (pa dalë ende në prokurim) 3362,INST-0277,,2023,231,Financim i huaj
PRJ-009863,Investim i planifikuar (pa dalë ende në prokurim) 3363,INST-0278,,2023,231,Të ardhura të trashiguara
PRJ-009864,Investim i planifikuar (pa dalë ende në prokurim) 3364,INST-0359,,2026,230,Të ardhura të trashiguara
PRJ-009865,Investim i planifikuar (pa dalë ende në prokurim) 3365,INST-0222,,2023,231,Të ardhura të trashiguara
PRJ-009866,Investim i planifikuar (pa dalë ende në prokurim) 3366,INST-0261,,2023,230,Buxheti i Shtetit
PRJ-009867,Investim i planifikuar (pa dalë ende në prokurim) 3367,INST-0319,,2025,231,Financim i huaj
PRJ-009868,Investim i planifikuar (pa dalë ende në prokurim) 3368,INST-0042,,2026,230,Të ardhura të trashiguara
PRJ-009869,Investim i planifikuar (pa dalë ende në prokurim) 3369,INST-0238,,2024,230,Financim i huaj
PRJ-009870,Investim i planifikuar (pa dalë ende në prokurim) 3370,INST-0455,,2023,230,Të ardhura të trashiguara
PRJ-009871,Investim i planifikuar (pa dalë ende në prokurim) 3371,INST-0121,,2023,230,Të ardhura të trashiguara
PRJ-009872,Investim i planifikuar (pa dalë ende në prokurim) 3372,INST-0376,,2024,230,Buxheti i Shtetit
PRJ-009873,Investim i planifikuar (pa dalë ende në prokurim) 3373,INST-0776,,2024,231,Të ardhura të trashiguara
PRJ-009874,Investim i planifikuar (pa dalë ende në prokurim) 3374,INST-0362,,2024,231,Buxheti i Shtetit
PRJ-009875,Investim i planifikuar (pa dalë ende në prokurim) 3375,INST-0578,,2026,231,Buxheti i Shtetit
PRJ-009876,Investim i planifikuar (pa dalë ende në prokurim) 3376,INST-0889,,2026,230,Financim i huaj
PRJ-009877,Investim i planifikuar (pa dalë ende në prokurim) 3377,INST-0251,,2026,230,Financim i huaj
PRJ-009878,Investim i planifikuar (pa dalë ende në prokurim) 3378,INST-0092,,2026,231,Buxheti i Shtetit
PRJ-009879,Investim i planifikuar (pa dalë ende në prokurim) 3379,INST-0686,,2026,230,Të ardhura të trashiguara
PRJ-009880,Investim i planifikuar (pa dalë ende në prokurim) 3380,INST-0680,,2026,231,Financim i huaj
PRJ-009881,Investim i planifikuar (pa dalë ende në prokurim) 3381,INST-0306,,2026,231,Buxheti i Shtetit
PRJ-009882,Investim i planifikuar (pa dalë ende në prokurim) 3382,INST-0446,,2026,231,Buxheti i Shtetit
PRJ-009883,Investim i planifikuar (pa dalë ende në prokurim) 3383,INST-0283,,2023,230,Buxheti i Shtetit
PRJ-009884,Investim i planifikuar (pa dalë ende në prokurim) 3384,INST-0711,,2025,230,Të ardhura të trashiguara
PRJ-009885,Investim i planifikuar (pa dalë ende në prokurim) 3385,INST-0192,,2026,231,Të ardhura të trashiguara
PRJ-009886,Investim i planifikuar (pa dalë ende në prokurim) 3386,INST-0386,,2023,231,Buxheti i Shtetit
PRJ-009887,Investim i planifikuar (pa dalë ende në prokurim) 3387,INST-0830,,2023,230,Buxheti i Shtetit
PRJ-009888,Investim i planifikuar (pa dalë ende në prokurim) 3388,INST-0670,,2023,230,Financim i huaj
PRJ-009889,Investim i planifikuar (pa dalë ende në prokurim) 3389,INST-0145,,2024,231,Financim i huaj
PRJ-009890,Investim i planifikuar (pa dalë ende në prokurim) 3390,INST-0632,,2026,231,Buxheti i Shtetit
PRJ-009891,Investim i planifikuar (pa dalë ende në prokurim) 3391,INST-0811,,2025,231,Të ardhura të trashiguara
PRJ-009892,Investim i planifikuar (pa dalë ende në prokurim) 3392,INST-0136,,2024,230,Financim i huaj
PRJ-009893,Investim i planifikuar (pa dalë ende në prokurim) 3393,INST-0907,,2025,230,Të ardhura të trashiguara
PRJ-009894,Investim i planifikuar (pa dalë ende në prokurim) 3394,INST-0876,,2026,230,Financim i huaj
PRJ-009895,Investim i planifikuar (pa dalë ende në prokurim) 3395,INST-0704,,2026,231,Të ardhura të trashiguara
PRJ-009896,Investim i planifikuar (pa dalë ende në prokurim) 3396,INST-0901,,2023,230,Buxheti i Shtetit
PRJ-009897,Investim i planifikuar (pa dalë ende në prokurim) 3397,INST-0579,,2026,230,Financim i huaj
PRJ-009898,Investim i planifikuar (pa dalë ende në prokurim) 3398,INST-0637,,2025,231,Të ardhura të trashiguara
PRJ-009899,Investim i planifikuar (pa dalë ende në prokurim) 3399,INST-0302,,2026,230,Financim i huaj
PRJ-009900,Investim i planifikuar (pa dalë ende në prokurim) 3400,INST-0115,,2024,231,Të ardhura të trashiguara
PRJ-009901,Investim i planifikuar (pa dalë ende në prokurim) 3401,INST-0010,,2026,231,Të ardhura të trashiguara
PRJ-009902,Investim i planifikuar (pa dalë ende në prokurim) 3402,INST-0587,,2026,231,Financim i huaj
