kodi_projekti,referenca_kerkeses_obp,real_ref_no,chain_status,numri_angazhimit,numri_kontrates,real_winner_nipt,real_contract_value,numri_fatures,fature_statusi,numri_urdherit_shpenzimit,contract_link_is_real_match
PRJ-009532,,,never_procured,,,,,,,,
PRJ-009533,,,never_procured,,,,,,,,
PRJ-009534,,,never_procured,,,,,,,,
PRJ-009535,,,never_procured,,,,,,,,
PRJ-009536,,,never_procured,,,,,,,,
PRJ-009537,,,never_procured,,,,,,,,
PRJ-009538,,,never_procured,,,,,,,,
PRJ-009539,,,never_procured,,,,,,,,
PRJ-009540,,,never_procured,,,,,,,,
PRJ-009541,,,never_procured,,,,,,,,
PRJ-009542,,,never_procured,,,,,,,,
PRJ-009543,,,never_procured,,,,,,,,
PRJ-009544,,,never_procured,,,,,,,,
PRJ-009545,,,never_procured,,,,,,,,
PRJ-009546,,,never_procured,,,,,,,,
PRJ-009547,,,never_procured,,,,,,,,
PRJ-009548,,,never_procured,,,,,,,,
PRJ-009549,,,never_procured,,,,,,,,
PRJ-009550,,,never_procured,,,,,,,,
PRJ-009551,,,never_procured,,,,,,,,
PRJ-009552,,,never_procured,,,,,,,,
PRJ-009553,,,never_procured,,,,,,,,
PRJ-009554,,,never_procured,,,,,,,,
PRJ-009555,,,never_procured,,,,,,,,
PRJ-009556,,,never_procured,,,,,,,,
PRJ-009557,,,never_procured,,,,,,,,
PRJ-009558,,,never_procured,,,,,,,,
PRJ-009559,,,never_procured,,,,,,,,
PRJ-009560,,,never_procured,,,,,,,,
PRJ-009561,,,never_procured,,,,,,,,
PRJ-009562,,,never_procured,,,,,,,,
PRJ-009563,,,never_procured,,,,,,,,
PRJ-009564,,,never_procured,,,,,,,,
PRJ-009565,,,never_procured,,,,,,,,
PRJ-009566,,,never_procured,,,,,,,,
PRJ-009567,,,never_procured,,,,,,,,
PRJ-009568,,,never_procured,,,,,,,,
PRJ-009569,,,never_procured,,,,,,,,
PRJ-009570,,,never_procured,,,,,,,,
PRJ-009571,,,never_procured,,,,,,,,
PRJ-009572,,,never_procured,,,,,,,,
PRJ-009573,,,never_procured,,,,,,,,
PRJ-009574,,,never_procured,,,,,,,,
PRJ-009575,,,never_procured,,,,,,,,
PRJ-009576,,,never_procured,,,,,,,,
PRJ-009577,,,never_procured,,,,,,,,
PRJ-009578,,,never_procured,,,,,,,,
PRJ-009579,,,never_procured,,,,,,,,
PRJ-009580,,,never_procured,,,,,,,,
PRJ-009581,,,never_procured,,,,,,,,
PRJ-009582,,,never_procured,,,,,,,,
PRJ-009583,,,never_procured,,,,,,,,
PRJ-009584,,,never_procured,,,,,,,,
PRJ-009585,,,never_procured,,,,,,,,
PRJ-009586,,,never_procured,,,,,,,,
PRJ-009587,,,never_procured,,,,,,,,
PRJ-009588,,,never_procured,,,,,,,,
PRJ-009589,,,never_procured,,,,,,,,
PRJ-009590,,,never_procured,,,,,,,,
PRJ-009591,,,never_procured,,,,,,,,
PRJ-009592,,,never_procured,,,,,,,,
PRJ-009593,,,never_procured,,,,,,,,
PRJ-009594,,,never_procured,,,,,,,,
PRJ-009595,,,never_procured,,,,,,,,
PRJ-009596,,,never_procured,,,,,,,,
PRJ-009597,,,never_procured,,,,,,,,
PRJ-009598,,,never_procured,,,,,,,,
PRJ-009599,,,never_procured,,,,,,,,
PRJ-009600,,,never_procured,,,,,,,,
PRJ-009601,,,never_procured,,,,,,,,
PRJ-009602,,,never_procured,,,,,,,,
PRJ-009603,,,never_procured,,,,,,,,
PRJ-009604,,,never_procured,,,,,,,,
PRJ-009605,,,never_procured,,,,,,,,
PRJ-009606,,,never_procured,,,,,,,,
PRJ-009607,,,never_procured,,,,,,,,
PRJ-009608,,,never_procured,,,,,,,,
PRJ-009609,,,never_procured,,,,,,,,
PRJ-009610,,,never_procured,,,,,,,,
PRJ-009611,,,never_procured,,,,,,,,
PRJ-009612,,,never_procured,,,,,,,,
PRJ-009613,,,never_procured,,,,,,,,
PRJ-009614,,,never_procured,,,,,,,,
PRJ-009615,,,never_procured,,,,,,,,
PRJ-009616,,,never_procured,,,,,,,,
PRJ-009617,,,never_procured,,,,,,,,
PRJ-009618,,,never_procured,,,,,,,,
PRJ-009619,,,never_procured,,,,,,,,
PRJ-009620,,,never_procured,,,,,,,,
PRJ-009621,,,never_procured,,,,,,,,
PRJ-009622,,,never_procured,,,,,,,,
PRJ-009623,,,never_procured,,,,,,,,
PRJ-009624,,,never_procured,,,,,,,,
PRJ-009625,,,never_procured,,,,,,,,
PRJ-009626,,,never_procured,,,,,,,,
PRJ-009627,,,never_procured,,,,,,,,
PRJ-009628,,,never_procured,,,,,,,,
PRJ-009629,,,never_procured,,,,,,,,
PRJ-009630,,,never_procured,,,,,,,,
PRJ-009631,,,never_procured,,,,,,,,
PRJ-009632,,,never_procured,,,,,,,,
PRJ-009633,,,never_procured,,,,,,,,
PRJ-009634,,,never_procured,,,,,,,,
PRJ-009635,,,never_procured,,,,,,,,
PRJ-009636,,,never_procured,,,,,,,,
PRJ-009637,,,never_procured,,,,,,,,
PRJ-009638,,,never_procured,,,,,,,,
PRJ-009639,,,never_procured,,,,,,,,
PRJ-009640,,,never_procured,,,,,,,,
PRJ-009641,,,never_procured,,,,,,,,
PRJ-009642,,,never_procured,,,,,,,,
PRJ-009643,,,never_procured,,,,,,,,
PRJ-009644,,,never_procured,,,,,,,,
PRJ-009645,,,never_procured,,,,,,,,
PRJ-009646,,,never_procured,,,,,,,,
PRJ-009647,,,never_procured,,,,,,,,
PRJ-009648,,,never_procured,,,,,,,,
PRJ-009649,,,never_procured,,,,,,,,
PRJ-009650,,,never_procured,,,,,,,,
PRJ-009651,,,never_procured,,,,,,,,
PRJ-009652,,,never_procured,,,,,,,,
PRJ-009653,,,never_procured,,,,,,,,
PRJ-009654,,,never_procured,,,,,,,,
PRJ-009655,,,never_procured,,,,,,,,
PRJ-009656,,,never_procured,,,,,,,,
PRJ-009657,,,never_procured,,,,,,,,
PRJ-009658,,,never_procured,,,,,,,,
PRJ-009659,,,never_procured,,,,,,,,
PRJ-009660,,,never_procured,,,,,,,,
PRJ-009661,,,never_procured,,,,,,,,
PRJ-009662,,,never_procured,,,,,,,,
PRJ-009663,,,never_procured,,,,,,,,
PRJ-009664,,,never_procured,,,,,,,,
PRJ-009665,,,never_procured,,,,,,,,
PRJ-009666,,,never_procured,,,,,,,,
PRJ-009667,,,never_procured,,,,,,,,
PRJ-009668,,,never_procured,,,,,,,,
PRJ-009669,,,never_procured,,,,,,,,
PRJ-009670,,,never_procured,,,,,,,,
PRJ-009671,,,never_procured,,,,,,,,
PRJ-009672,,,never_procured,,,,,,,,
PRJ-009673,,,never_procured,,,,,,,,
PRJ-009674,,,never_procured,,,,,,,,
PRJ-009675,,,never_procured,,,,,,,,
PRJ-009676,,,never_procured,,,,,,,,
PRJ-009677,,,never_procured,,,,,,,,
PRJ-009678,,,never_procured,,,,,,,,
PRJ-009679,,,never_procured,,,,,,,,
PRJ-009680,,,never_procured,,,,,,,,
PRJ-009681,,,never_procured,,,,,,,,
PRJ-009682,,,never_procured,,,,,,,,
PRJ-009683,,,never_procured,,,,,,,,
PRJ-009684,,,never_procured,,,,,,,,
PRJ-009685,,,never_procured,,,,,,,,
PRJ-009686,,,never_procured,,,,,,,,
PRJ-009687,,,never_procured,,,,,,,,
PRJ-009688,,,never_procured,,,,,,,,
PRJ-009689,,,never_procured,,,,,,,,
PRJ-009690,,,never_procured,,,,,,,,
PRJ-009691,,,never_procured,,,,,,,,
PRJ-009692,,,never_procured,,,,,,,,
PRJ-009693,,,never_procured,,,,,,,,
PRJ-009694,,,never_procured,,,,,,,,
PRJ-009695,,,never_procured,,,,,,,,
PRJ-009696,,,never_procured,,,,,,,,
PRJ-009697,,,never_procured,,,,,,,,
PRJ-009698,,,never_procured,,,,,,,,
PRJ-009699,,,never_procured,,,,,,,,
PRJ-009700,,,never_procured,,,,,,,,
PRJ-009701,,,never_procured,,,,,,,,
PRJ-009702,,,never_procured,,,,,,,,
PRJ-009703,,,never_procured,,,,,,,,
PRJ-009704,,,never_procured,,,,,,,,
PRJ-009705,,,never_procured,,,,,,,,
PRJ-009706,,,never_procured,,,,,,,,
PRJ-009707,,,never_procured,,,,,,,,
PRJ-009708,,,never_procured,,,,,,,,
PRJ-009709,,,never_procured,,,,,,,,
PRJ-009710,,,never_procured,,,,,,,,
PRJ-009711,,,never_procured,,,,,,,,
PRJ-009712,,,never_procured,,,,,,,,
PRJ-009713,,,never_procured,,,,,,,,
PRJ-009714,,,never_procured,,,,,,,,
PRJ-009715,,,never_procured,,,,,,,,
PRJ-009716,,,never_procured,,,,,,,,
PRJ-009717,,,never_procured,,,,,,,,
PRJ-009718,,,never_procured,,,,,,,,
PRJ-009719,,,never_procured,,,,,,,,
PRJ-009720,,,never_procured,,,,,,,,
PRJ-009721,,,never_procured,,,,,,,,
PRJ-009722,,,never_procured,,,,,,,,
PRJ-009723,,,never_procured,,,,,,,,
PRJ-009724,,,never_procured,,,,,,,,
PRJ-009725,,,never_procured,,,,,,,,
PRJ-009726,,,never_procured,,,,,,,,
PRJ-009727,,,never_procured,,,,,,,,
PRJ-009728,,,never_procured,,,,,,,,
PRJ-009729,,,never_procured,,,,,,,,
PRJ-009730,,,never_procured,,,,,,,,
PRJ-009731,,,never_procured,,,,,,,,
PRJ-009732,,,never_procured,,,,,,,,
PRJ-009733,,,never_procured,,,,,,,,
PRJ-009734,,,never_procured,,,,,,,,
PRJ-009735,,,never_procured,,,,,,,,
PRJ-009736,,,never_procured,,,,,,,,
PRJ-009737,,,never_procured,,,,,,,,
PRJ-009738,,,never_procured,,,,,,,,
PRJ-009739,,,never_procured,,,,,,,,
PRJ-009740,,,never_procured,,,,,,,,
PRJ-009741,,,never_procured,,,,,,,,
PRJ-009742,,,never_procured,,,,,,,,
PRJ-009743,,,never_procured,,,,,,,,
PRJ-009744,,,never_procured,,,,,,,,
PRJ-009745,,,never_procured,,,,,,,,
PRJ-009746,,,never_procured,,,,,,,,
PRJ-009747,,,never_procured,,,,,,,,
PRJ-009748,,,never_procured,,,,,,,,
PRJ-009749,,,never_procured,,,,,,,,
PRJ-009750,,,never_procured,,,,,,,,
PRJ-009751,,,never_procured,,,,,,,,
PRJ-009752,,,never_procured,,,,,,,,
PRJ-009753,,,never_procured,,,,,,,,
PRJ-009754,,,never_procured,,,,,,,,
PRJ-009755,,,never_procured,,,,,,,,
PRJ-009756,,,never_procured,,,,,,,,
PRJ-009757,,,never_procured,,,,,,,,
PRJ-009758,,,never_procured,,,,,,,,
PRJ-009759,,,never_procured,,,,,,,,
PRJ-009760,,,never_procured,,,,,,,,
PRJ-009761,,,never_procured,,,,,,,,
PRJ-009762,,,never_procured,,,,,,,,
PRJ-009763,,,never_procured,,,,,,,,
PRJ-009764,,,never_procured,,,,,,,,
PRJ-009765,,,never_procured,,,,,,,,
PRJ-009766,,,never_procured,,,,,,,,
PRJ-009767,,,never_procured,,,,,,,,
PRJ-009768,,,never_procured,,,,,,,,
PRJ-009769,,,never_procured,,,,,,,,
PRJ-009770,,,never_procured,,,,,,,,
PRJ-009771,,,never_procured,,,,,,,,
PRJ-009772,,,never_procured,,,,,,,,
PRJ-009773,,,never_procured,,,,,,,,
PRJ-009774,,,never_procured,,,,,,,,
PRJ-009775,,,never_procured,,,,,,,,
PRJ-009776,,,never_procured,,,,,,,,
PRJ-009777,,,never_procured,,,,,,,,
PRJ-009778,,,never_procured,,,,,,,,
PRJ-009779,,,never_procured,,,,,,,,
PRJ-009780,,,never_procured,,,,,,,,
PRJ-009781,,,never_procured,,,,,,,,
PRJ-009782,,,never_procured,,,,,,,,
PRJ-009783,,,never_procured,,,,,,,,
PRJ-009784,,,never_procured,,,,,,,,
PRJ-009785,,,never_procured,,,,,,,,
PRJ-009786,,,never_procured,,,,,,,,
PRJ-009787,,,never_procured,,,,,,,,
PRJ-009788,,,never_procured,,,,,,,,
PRJ-009789,,,never_procured,,,,,,,,
PRJ-009790,,,never_procured,,,,,,,,
PRJ-009791,,,never_procured,,,,,,,,
PRJ-009792,,,never_procured,,,,,,,,
PRJ-009793,,,never_procured,,,,,,,,
PRJ-009794,,,never_procured,,,,,,,,
PRJ-009795,,,never_procured,,,,,,,,
PRJ-009796,,,never_procured,,,,,,,,
PRJ-009797,,,never_procured,,,,,,,,
PRJ-009798,,,never_procured,,,,,,,,
PRJ-009799,,,never_procured,,,,,,,,
PRJ-009800,,,never_procured,,,,,,,,
PRJ-009801,,,never_procured,,,,,,,,
PRJ-009802,,,never_procured,,,,,,,,
PRJ-009803,,,never_procured,,,,,,,,
PRJ-009804,,,never_procured,,,,,,,,
PRJ-009805,,,never_procured,,,,,,,,
PRJ-009806,,,never_procured,,,,,,,,
PRJ-009807,,,never_procured,,,,,,,,
PRJ-009808,,,never_procured,,,,,,,,
PRJ-009809,,,never_procured,,,,,,,,
PRJ-009810,,,never_procured,,,,,,,,
PRJ-009811,,,never_procured,,,,,,,,
PRJ-009812,,,never_procured,,,,,,,,
PRJ-009813,,,never_procured,,,,,,,,
PRJ-009814,,,never_procured,,,,,,,,
PRJ-009815,,,never_procured,,,,,,,,
PRJ-009816,,,never_procured,,,,,,,,
PRJ-009817,,,never_procured,,,,,,,,
PRJ-009818,,,never_procured,,,,,,,,
PRJ-009819,,,never_procured,,,,,,,,
PRJ-009820,,,never_procured,,,,,,,,
PRJ-009821,,,never_procured,,,,,,,,
PRJ-009822,,,never_procured,,,,,,,,
PRJ-009823,,,never_procured,,,,,,,,
PRJ-009824,,,never_procured,,,,,,,,
PRJ-009825,,,never_procured,,,,,,,,
PRJ-009826,,,never_procured,,,,,,,,
PRJ-009827,,,never_procured,,,,,,,,
PRJ-009828,,,never_procured,,,,,,,,
PRJ-009829,,,never_procured,,,,,,,,
PRJ-009830,,,never_procured,,,,,,,,
PRJ-009831,,,never_procured,,,,,,,,
PRJ-009832,,,never_procured,,,,,,,,
PRJ-009833,,,never_procured,,,,,,,,
PRJ-009834,,,never_procured,,,,,,,,
PRJ-009835,,,never_procured,,,,,,,,
PRJ-009836,,,never_procured,,,,,,,,
PRJ-009837,,,never_procured,,,,,,,,
PRJ-009838,,,never_procured,,,,,,,,
PRJ-009839,,,never_procured,,,,,,,,
PRJ-009840,,,never_procured,,,,,,,,
PRJ-009841,,,never_procured,,,,,,,,
PRJ-009842,,,never_procured,,,,,,,,
PRJ-009843,,,never_procured,,,,,,,,
PRJ-009844,,,never_procured,,,,,,,,
PRJ-009845,,,never_procured,,,,,,,,
PRJ-009846,,,never_procured,,,,,,,,
PRJ-009847,,,never_procured,,,,,,,,
PRJ-009848,,,never_procured,,,,,,,,
PRJ-009849,,,never_procured,,,,,,,,
PRJ-009850,,,never_procured,,,,,,,,
PRJ-009851,,,never_procured,,,,,,,,
PRJ-009852,,,never_procured,,,,,,,,
PRJ-009853,,,never_procured,,,,,,,,
PRJ-009854,,,never_procured,,,,,,,,
PRJ-009855,,,never_procured,,,,,,,,
PRJ-009856,,,never_procured,,,,,,,,
PRJ-009857,,,never_procured,,,,,,,,
PRJ-009858,,,never_procured,,,,,,,,
PRJ-009859,,,never_procured,,,,,,,,
PRJ-009860,,,never_procured,,,,,,,,
PRJ-009861,,,never_procured,,,,,,,,
PRJ-009862,,,never_procured,,,,,,,,
PRJ-009863,,,never_procured,,,,,,,,
PRJ-009864,,,never_procured,,,,,,,,
PRJ-009865,,,never_procured,,,,,,,,
PRJ-009866,,,never_procured,,,,,,,,
PRJ-009867,,,never_procured,,,,,,,,
PRJ-009868,,,never_procured,,,,,,,,
PRJ-009869,,,never_procured,,,,,,,,
PRJ-009870,,,never_procured,,,,,,,,
PRJ-009871,,,never_procured,,,,,,,,
PRJ-009872,,,never_procured,,,,,,,,
PRJ-009873,,,never_procured,,,,,,,,
PRJ-009874,,,never_procured,,,,,,,,
PRJ-009875,,,never_procured,,,,,,,,
PRJ-009876,,,never_procured,,,,,,,,
PRJ-009877,,,never_procured,,,,,,,,
PRJ-009878,,,never_procured,,,,,,,,
PRJ-009879,,,never_procured,,,,,,,,
PRJ-009880,,,never_procured,,,,,,,,
PRJ-009881,,,never_procured,,,,,,,,
PRJ-009882,,,never_procured,,,,,,,,
PRJ-009883,,,never_procured,,,,,,,,
PRJ-009884,,,never_procured,,,,,,,,
PRJ-009885,,,never_procured,,,,,,,,
PRJ-009886,,,never_procured,,,,,,,,
PRJ-009887,,,never_procured,,,,,,,,
PRJ-009888,,,never_procured,,,,,,,,
PRJ-009889,,,never_procured,,,,,,,,
PRJ-009890,,,never_procured,,,,,,,,
PRJ-009891,,,never_procured,,,,,,,,
PRJ-009892,,,never_procured,,,,,,,,
PRJ-009893,,,never_procured,,,,,,,,
PRJ-009894,,,never_procured,,,,,,,,
PRJ-009895,,,never_procured,,,,,,,,
PRJ-009896,,,never_procured,,,,,,,,
PRJ-009897,,,never_procured,,,,,,,,
PRJ-009898,,,never_procured,,,,,,,,
PRJ-009899,,,never_procured,,,,,,,,
PRJ-009900,,,never_procured,,,,,,,,
PRJ-009901,,,never_procured,,,,,,,,
PRJ-009902,,,never_procured,,,,,,,,
PRJ-009903,,,never_procured,,,,,,,,
PRJ-009904,,,never_procured,,,,,,,,
PRJ-009905,,,never_procured,,,,,,,,
PRJ-009906,,,never_procured,,,,,,,,
PRJ-009907,,,never_procured,,,,,,,,
PRJ-009908,,,never_procured,,,,,,,,
PRJ-009909,,,never_procured,,,,,,,,
PRJ-009910,,,never_procured,,,,,,,,
PRJ-009911,,,never_procured,,,,,,,,
PRJ-009912,,,never_procured,,,,,,,,
PRJ-009913,,,never_procured,,,,,,,,
PRJ-009914,,,never_procured,,,,,,,,
PRJ-009915,,,never_procured,,,,,,,,
PRJ-009916,,,never_procured,,,,,,,,
PRJ-009917,,,never_procured,,,,,,,,
PRJ-009918,,,never_procured,,,,,,,,
PRJ-009919,,,never_procured,,,,,,,,
PRJ-009920,,,never_procured,,,,,,,,
PRJ-009921,,,never_procured,,,,,,,,
PRJ-009922,,,never_procured,,,,,,,,
PRJ-009923,,,never_procured,,,,,,,,
PRJ-009924,,,never_procured,,,,,,,,
PRJ-009925,,,never_procured,,,,,,,,
PRJ-009926,,,never_procured,,,,,,,,
PRJ-009927,,,never_procured,,,,,,,,
PRJ-009928,,,never_procured,,,,,,,,
PRJ-009929,,,never_procured,,,,,,,,
PRJ-009930,,,never_procured,,,,,,,,
PRJ-009931,,,never_procured,,,,,,,,
PRJ-009932,,,never_procured,,,,,,,,
PRJ-009933,,,never_procured,,,,,,,,
PRJ-009934,,,never_procured,,,,,,,,
PRJ-009935,,,never_procured,,,,,,,,
PRJ-009936,,,never_procured,,,,,,,,
PRJ-009937,,,never_procured,,,,,,,,
PRJ-009938,,,never_procured,,,,,,,,
PRJ-009939,,,never_procured,,,,,,,,
PRJ-009940,,,never_procured,,,,,,,,
PRJ-009941,,,never_procured,,,,,,,,
PRJ-009942,,,never_procured,,,,,,,,
PRJ-009943,,,never_procured,,,,,,,,
PRJ-009944,,,never_procured,,,,,,,,
PRJ-009945,,,never_procured,,,,,,,,
PRJ-009946,,,never_procured,,,,,,,,
PRJ-009947,,,never_procured,,,,,,,,
PRJ-009948,,,never_procured,,,,,,,,
PRJ-009949,,,never_procured,,,,,,,,
PRJ-009950,,,never_procured,,,,,,,,
PRJ-009951,,,never_procured,,,,,,,,
PRJ-009952,,,never_procured,,,,,,,,
PRJ-009953,,,never_procured,,,,,,,,
PRJ-009954,,,never_procured,,,,,,,,
PRJ-009955,,,never_procured,,,,,,,,
PRJ-009956,,,never_procured,,,,,,,,
PRJ-009957,,,never_procured,,,,,,,,
PRJ-009958,,,never_procured,,,,,,,,
PRJ-009959,,,never_procured,,,,,,,,
PRJ-009960,,,never_procured,,,,,,,,
PRJ-009961,,,never_procured,,,,,,,,
PRJ-009962,,,never_procured,,,,,,,,
PRJ-009963,,,never_procured,,,,,,,,
PRJ-009964,,,never_procured,,,,,,,,
PRJ-009965,,,never_procured,,,,,,,,
PRJ-009966,,,never_procured,,,,,,,,
PRJ-009967,,,never_procured,,,,,,,,
PRJ-009968,,,never_procured,,,,,,,,
PRJ-009969,,,never_procured,,,,,,,,
PRJ-009970,,,never_procured,,,,,,,,
PRJ-009971,,,never_procured,,,,,,,,
PRJ-009972,,,never_procured,,,,,,,,
PRJ-009973,,,never_procured,,,,,,,,
PRJ-009974,,,never_procured,,,,,,,,
PRJ-009975,,,never_procured,,,,,,,,
PRJ-009976,,,never_procured,,,,,,,,
PRJ-009977,,,never_procured,,,,,,,,
PRJ-009978,,,never_procured,,,,,,,,
PRJ-009979,,,never_procured,,,,,,,,
PRJ-009980,,,never_procured,,,,,,,,
PRJ-009981,,,never_procured,,,,,,,,
PRJ-009982,,,never_procured,,,,,,,,
PRJ-009983,,,never_procured,,,,,,,,
PRJ-009984,,,never_procured,,,,,,,,
PRJ-009985,,,never_procured,,,,,,,,
PRJ-009986,,,never_procured,,,,,,,,
PRJ-009987,,,never_procured,,,,,,,,
PRJ-009988,,,never_procured,,,,,,,,
PRJ-009989,,,never_procured,,,,,,,,
PRJ-009990,,,never_procured,,,,,,,,
PRJ-009991,,,never_procured,,,,,,,,
PRJ-009992,,,never_procured,,,,,,,,
PRJ-009993,,,never_procured,,,,,,,,
PRJ-009994,,,never_procured,,,,,,,,
PRJ-009995,,,never_procured,,,,,,,,
PRJ-009996,,,never_procured,,,,,,,,
PRJ-009997,,,never_procured,,,,,,,,
PRJ-009998,,,never_procured,,,,,,,,
PRJ-009999,,,never_procured,,,,,,,,
PRJ-010000,,,never_procured,,,,,,,,
PRJ-010001,,,never_procured,,,,,,,,
PRJ-010002,,,never_procured,,,,,,,,
PRJ-010003,,,never_procured,,,,,,,,
PRJ-010004,,,never_procured,,,,,,,,
PRJ-010005,,,never_procured,,,,,,,,
PRJ-010006,,,never_procured,,,,,,,,
PRJ-010007,,,never_procured,,,,,,,,
PRJ-010008,,,never_procured,,,,,,,,
PRJ-010009,,,never_procured,,,,,,,,
PRJ-010010,,,never_procured,,,,,,,,
PRJ-010011,,,never_procured,,,,,,,,
PRJ-010012,,,never_procured,,,,,,,,
PRJ-010013,,,never_procured,,,,,,,,
PRJ-010014,,,never_procured,,,,,,,,
PRJ-010015,,,never_procured,,,,,,,,
PRJ-010016,,,never_procured,,,,,,,,
PRJ-010017,,,never_procured,,,,,,,,
PRJ-010018,,,never_procured,,,,,,,,
PRJ-010019,,,never_procured,,,,,,,,
PRJ-010020,,,never_procured,,,,,,,,
PRJ-010021,,,never_procured,,,,,,,,
PRJ-010022,,,never_procured,,,,,,,,
PRJ-010023,,,never_procured,,,,,,,,
PRJ-010024,,,never_procured,,,,,,,,
PRJ-010025,,,never_procured,,,,,,,,
PRJ-010026,,,never_procured,,,,,,,,
PRJ-010027,,,never_procured,,,,,,,,
PRJ-010028,,,never_procured,,,,,,,,
PRJ-010029,,,never_procured,,,,,,,,
PRJ-010030,,,never_procured,,,,,,,,
PRJ-010031,,,never_procured,,,,,,,,
PRJ-010032,,,never_procured,,,,,,,,
PRJ-010033,,,never_procured,,,,,,,,
PRJ-010034,,,never_procured,,,,,,,,
PRJ-010035,,,never_procured,,,,,,,,
PRJ-010036,,,never_procured,,,,,,,,
PRJ-010037,,,never_procured,,,,,,,,
PRJ-010038,,,never_procured,,,,,,,,
PRJ-010039,,,never_procured,,,,,,,,
PRJ-010040,,,never_procured,,,,,,,,
PRJ-010041,,,never_procured,,,,,,,,
PRJ-010042,,,never_procured,,,,,,,,
PRJ-010043,,,never_procured,,,,,,,,
PRJ-010044,,,never_procured,,,,,,,,
PRJ-010045,,,never_procured,,,,,,,,
PRJ-010046,,,never_procured,,,,,,,,
PRJ-010047,,,never_procured,,,,,,,,
PRJ-010048,,,never_procured,,,,,,,,
PRJ-010049,,,never_procured,,,,,,,,
PRJ-010050,,,never_procured,,,,,,,,
PRJ-010051,,,never_procured,,,,,,,,
PRJ-010052,,,never_procured,,,,,,,,
PRJ-010053,,,never_procured,,,,,,,,
PRJ-010054,,,never_procured,,,,,,,,
PRJ-010055,,,never_procured,,,,,,,,
PRJ-010056,,,never_procured,,,,,,,,
PRJ-010057,,,never_procured,,,,,,,,
PRJ-010058,,,never_procured,,,,,,,,
PRJ-010059,,,never_procured,,,,,,,,
PRJ-010060,,,never_procured,,,,,,,,
PRJ-010061,,,never_procured,,,,,,,,
PRJ-010062,,,never_procured,,,,,,,,
PRJ-010063,,,never_procured,,,,,,,,
PRJ-010064,,,never_procured,,,,,,,,
PRJ-010065,,,never_procured,,,,,,,,
PRJ-010066,,,never_procured,,,,,,,,
PRJ-010067,,,never_procured,,,,,,,,
PRJ-010068,,,never_procured,,,,,,,,
PRJ-010069,,,never_procured,,,,,,,,
PRJ-010070,,,never_procured,,,,,,,,
PRJ-010071,,,never_procured,,,,,,,,
PRJ-010072,,,never_procured,,,,,,,,
PRJ-010073,,,never_procured,,,,,,,,
PRJ-010074,,,never_procured,,,,,,,,
PRJ-010075,,,never_procured,,,,,,,,
PRJ-010076,,,never_procured,,,,,,,,
PRJ-010077,,,never_procured,,,,,,,,
PRJ-010078,,,never_procured,,,,,,,,
PRJ-010079,,,never_procured,,,,,,,,
PRJ-010080,,,never_procured,,,,,,,,
PRJ-010081,,,never_procured,,,,,,,,
PRJ-010082,,,never_procured,,,,,,,,
PRJ-010083,,,never_procured,,,,,,,,
PRJ-010084,,,never_procured,,,,,,,,
PRJ-010085,,,never_procured,,,,,,,,
PRJ-010086,,,never_procured,,,,,,,,
PRJ-010087,,,never_procured,,,,,,,,
PRJ-010088,,,never_procured,,,,,,,,
PRJ-010089,,,never_procured,,,,,,,,
PRJ-010090,,,never_procured,,,,,,,,
PRJ-010091,,,never_procured,,,,,,,,
PRJ-010092,,,never_procured,,,,,,,,
PRJ-010093,,,never_procured,,,,,,,,
PRJ-010094,,,never_procured,,,,,,,,
PRJ-010095,,,never_procured,,,,,,,,
PRJ-010096,,,never_procured,,,,,,,,
PRJ-010097,,,never_procured,,,,,,,,
PRJ-010098,,,never_procured,,,,,,,,
PRJ-010099,,,never_procured,,,,,,,,
PRJ-010100,,,never_procured,,,,,,,,
PRJ-010101,,,never_procured,,,,,,,,
PRJ-010102,,,never_procured,,,,,,,,
PRJ-010103,,,never_procured,,,,,,,,
PRJ-010104,,,never_procured,,,,,,,,
PRJ-010105,,,never_procured,,,,,,,,
PRJ-010106,,,never_procured,,,,,,,,
PRJ-010107,,,never_procured,,,,,,,,
PRJ-010108,,,never_procured,,,,,,,,
PRJ-010109,,,never_procured,,,,,,,,
PRJ-010110,,,never_procured,,,,,,,,
PRJ-010111,,,never_procured,,,,,,,,
PRJ-010112,,,never_procured,,,,,,,,
PRJ-010113,,,never_procured,,,,,,,,
PRJ-010114,,,never_procured,,,,,,,,
PRJ-010115,,,never_procured,,,,,,,,
PRJ-010116,,,never_procured,,,,,,,,
PRJ-010117,,,never_procured,,,,,,,,
PRJ-010118,,,never_procured,,,,,,,,
PRJ-010119,,,never_procured,,,,,,,,
PRJ-010120,,,never_procured,,,,,,,,
PRJ-010121,,,never_procured,,,,,,,,
PRJ-010122,,,never_procured,,,,,,,,
PRJ-010123,,,never_procured,,,,,,,,
PRJ-010124,,,never_procured,,,,,,,,
PRJ-010125,,,never_procured,,,,,,,,
PRJ-010126,,,never_procured,,,,,,,,
PRJ-010127,,,never_procured,,,,,,,,
PRJ-010128,,,never_procured,,,,,,,,
PRJ-010129,,,never_procured,,,,,,,,
PRJ-010130,,,never_procured,,,,,,,,
PRJ-010131,,,never_procured,,,,,,,,
PRJ-010132,,,never_procured,,,,,,,,
PRJ-010133,,,never_procured,,,,,,,,
PRJ-010134,,,never_procured,,,,,,,,
PRJ-010135,,,never_procured,,,,,,,,
