numri_angazhimit,numri_kerkeses_blerje,numri_kontrates,lloji_ub,blerësi,data_krijimit,statusi,kodi_projekti,kodi_llogarie_ekonomike,kodi_institucioni,nipt_perfituesit,vlera_angazhuar,statusi_aprovuar,periudha_muaji,periudha_viti,kodi_ministrie_linje,kodi_kapitulli,kodi_programi,kodi_entitet_qeverises,kodi_thesar_dege,kodi_tip_buxheti
ANG-0002815,INST-1016-2026-002815,KontratëNr-0002816,e_Planifikuar,Blerës 164,2026-09-02,Aprovuar,PRJ-000869,231,INST-1016,K31528061N,35625.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Vendore,Tiranë,Buxheti i Shtetit
ANG-0002816,INST-0133-2026-002816,KontratëNr-0002817,Standarte,Blerës 41,2026-09-02,Aprovuar,PRJ-000875,230,INST-0133,J62903750A,50119000.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,Qendrore,Vlorë,Buxheti i Shtetit
ANG-0002817,INST-0957-2026-002817,KontratëNr-0002818,Standarte,Blerës 86,2026-09-02,Aprovuar,PRJ-000874,230,INST-0957,M48123101D,97900.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,Qendrore,Durrës,Financim i huaj
ANG-0002818,INST-0134-2026-002818,KontratëNr-0002819,Standarte,Blerës 94,2026-09-02,Aprovuar,PRJ-000877,231,INST-0134,L62204033A,820000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 6,,SHA,Korçë,Buxheti i Shtetit
ANG-0002819,INST-0958-2026-002819,KontratëNr-0002820,Standarte,Blerës 89,2026-09-02,Aprovuar,PRJ-000855,231,INST-0958,K62320012O,7000.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Vendore,Elbasan,Financim i huaj
ANG-0002820,INST-0586-2026-002820,KontratëNr-0002821,e_Planifikuar,Blerës 54,2026-09-02,Aprovuar,PRJ-000866,230,INST-0586,M19305501L,699990.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Vendore,Vlorë,Buxheti i Shtetit
ANG-0002821,INST-0172-2026-002821,KontratëNr-0002822,Standarte,Blerës 196,2026-09-02,Aprovuar,PRJ-000871,231,INST-0172,M07108401J,149000.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Vendore,Durrës,Të ardhura të trashiguara
ANG-0002822,INST-0569-2026-002822,KontratëNr-0002823,Standarte,Blerës 68,2026-09-02,Aprovuar,PRJ-000878,231,INST-0569,L21708012H,153000.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0002823,INST-0569-2026-002823,KontratëNr-0002824,e_Planifikuar,Blerës 59,2026-09-02,Aprovuar,PRJ-000879,230,INST-0569,K62320012O,27500.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0002824,INST-0569-2026-002824,KontratëNr-0002825,Standarte,Blerës 13,2026-09-02,Aprovuar,PRJ-000880,230,INST-0569,K31528061N,25568.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,Vendore,Vlorë,Buxheti i Shtetit
ANG-0002825,INST-0175-2026-002825,KontratëNr-0002826,Standarte,Blerës 182,2026-09-03,Aprovuar,PRJ-000881,231,INST-0175,M22421024U,669000.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Qendrore,Elbasan,Buxheti i Shtetit
ANG-0002826,INST-0175-2026-002826,KontratëNr-0002827,Standarte,Blerës 109,2026-09-03,Aprovuar,PRJ-000882,230,INST-0175,L62316503D,88833.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0002827,INST-0056-2026-002827,KontratëNr-0002828,e_Planifikuar,Blerës 198,2026-09-03,Aprovuar,PRJ-000863,231,INST-0056,M22421024U,969000.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Vendore,Vlorë,Buxheti i Shtetit
ANG-0002828,INST-0965-2026-002828,KontratëNr-0002829,e_Planifikuar,Blerës 100,2026-09-03,Aprovuar,PRJ-000876,230,INST-0965,M21517029S,545000.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,SHA,Vlorë,Të ardhura të trashiguara
ANG-0002829,INST-0576-2026-002829,KontratëNr-0002830,e_Planifikuar,Blerës 108,2026-09-03,Aprovuar,PRJ-000821,230,INST-0576,L82203011N,490200.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 2,,SHA,Fier,Të ardhura të trashiguara
ANG-0002830,INST-1006-2026-002830,KontratëNr-0002831,Standarte,Blerës 121,2026-09-03,Aprovuar,PRJ-000824,230,INST-1006,K82231003A,34960.0,Po,9,2026,Ministria e Brendshme,Kapitulli 4,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0002831,INST-0142-2026-002831,KontratëNr-0002832,Standarte,Blerës 29,2026-09-03,Aprovuar,PRJ-000825,230,INST-0142,J72124001N,68274.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Qendrore,Korçë,Financim i huaj
ANG-0002832,INST-0142-2026-002832,KontratëNr-0002833,Standarte,Blerës 71,2026-09-03,Aprovuar,PRJ-000828,230,INST-0142,J91809007H,56312.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,SHA,Vlorë,Financim i huaj
ANG-0002833,INST-0243-2026-002833,,Standarte,Blerës 117,2026-09-03,Aprovuar,PRJ-000832,230,INST-0243,L43611201A,933333.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0002834,INST-0243-2026-002834,KontratëNr-0002835,Standarte,Blerës 172,2026-09-03,Aprovuar,PRJ-000833,230,INST-0243,M01321501F,51300.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Vendore,Vlorë,Financim i huaj
ANG-0002835,INST-0243-2026-002835,KontratëNr-0002836,Standarte,Blerës 124,2026-09-03,Aprovuar,PRJ-000834,231,INST-0243,M51602049J,174000.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Vendore,Elbasan,Buxheti i Shtetit
ANG-0002836,INST-0243-2026-002836,KontratëNr-0002837,Standarte,Blerës 43,2026-09-03,Aprovuar,PRJ-000835,231,INST-0243,K81309045E,101975.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 6,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0002837,INST-0243-2026-002837,KontratëNr-0002838,Standarte,Blerës 114,2026-09-03,Aprovuar,PRJ-000836,231,INST-0243,L77616801C,920000.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,SHA,Tiranë,Financim i huaj
ANG-0002838,INST-0243-2026-002838,KontratëNr-0002839,Standarte,Blerës 105,2026-09-03,Aprovuar,PRJ-000837,230,INST-0243,L51327014R,82750.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,Vendore,Shkodër,Financim i huaj
ANG-0002839,INST-0243-2026-002839,KontratëNr-0002840,e_Planifikuar,Blerës 142,2026-09-03,Aprovuar,PRJ-000838,230,INST-0243,L21319037M,165000.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0002840,INST-0243-2026-002840,KontratëNr-0002841,Standarte,Blerës 39,2026-09-03,Aprovuar,PRJ-000839,230,INST-0243,J61827043V,97685.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,Qendrore,Durrës,Të ardhura të trashiguara
ANG-0002841,INST-0636-2026-002841,KontratëNr-0002842,e_Planifikuar,Blerës 26,2026-09-04,Aprovuar,PRJ-000841,230,INST-0636,J61814028F,4944625.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0002842,INST-0636-2026-002842,KontratëNr-0002843,Standarte,Blerës 99,2026-09-04,Aprovuar,PRJ-000842,230,INST-0636,L73622401A,94250.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0002843,INST-0636-2026-002843,KontratëNr-0002844,e_Planifikuar,Blerës 125,2026-09-04,Aprovuar,PRJ-000843,230,INST-0636,M51602049J,544000.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0002844,INST-0173-2026-002844,KontratëNr-0002845,Standarte,Blerës 71,2026-09-04,Aprovuar,PRJ-000851,231,INST-0173,M31823508U,148000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 4,,SHA,Korçë,Të ardhura të trashiguara
ANG-0002845,INST-0621-2026-002845,KontratëNr-0002846,Standarte,Blerës 6,2026-09-04,Aprovuar,PRJ-000830,230,INST-0621,L71921002H,45000.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,SHA,Fier,Të ardhura të trashiguara
ANG-0002846,INST-0958-2026-002846,KontratëNr-0002847,Standarte,Blerës 110,2026-09-04,Aprovuar,PRJ-000816,231,INST-0958,M11313501M,500001.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 4,,SHA,Fier,Buxheti i Shtetit
ANG-0002847,INST-0958-2026-002847,,Standarte,Blerës 44,2026-09-04,Aprovuar,PRJ-000817,230,INST-0958,L31310007Q,26000.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,Qendrore,Elbasan,Financim i huaj
ANG-0002848,INST-0131-2026-002848,KontratëNr-0002849,Standarte,Blerës 160,2026-09-04,Aprovuar,PRJ-000818,230,INST-0131,M42209031I,293000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 4,,Vendore,Elbasan,Financim i huaj
ANG-0002849,INST-0330-2026-002849,KontratëNr-0002850,e_Planifikuar,Blerës 178,2026-09-04,Aprovuar,PRJ-000819,231,INST-0330,K42611766Q,99867.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,SHA,Korçë,Buxheti i Shtetit
ANG-0002850,INST-0136-2026-002850,KontratëNr-0002851,Standarte,Blerës 160,2026-09-04,Aprovuar,PRJ-000820,230,INST-0136,M31823508U,500000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 3,,SHA,Shkodër,Financim i huaj
ANG-0002851,INST-0405-2026-002851,KontratëNr-0002852,e_Planifikuar,Blerës 18,2026-09-04,Aprovuar,PRJ-000822,230,INST-0405,M41322509J,687777.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Vendore,Durrës,Financim i huaj
ANG-0002852,INST-0961-2026-002852,,Standarte,Blerës 97,2026-09-04,Aprovuar,PRJ-000831,231,INST-0961,M12409002V,369990.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,SHA,Durrës,Të ardhura të trashiguara
ANG-0002853,INST-0172-2026-002853,KontratëNr-0002854,Standarte,Blerës 12,2026-09-04,Aprovuar,PRJ-000844,231,INST-0172,L51419022R,68000.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,SHA,Durrës,Buxheti i Shtetit
ANG-0002854,INST-0364-2026-002854,KontratëNr-0002855,Standarte,Blerës 154,2026-09-04,Aprovuar,PRJ-000850,231,INST-0364,J61814028F,492500.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 1,,Vendore,Elbasan,Buxheti i Shtetit
ANG-0002855,INST-0364-2026-002855,KontratëNr-0002856,Standarte,Blerës 97,2026-09-04,Aprovuar,PRJ-000815,230,INST-0364,K31528061N,292000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 4,,SHA,Tiranë,Të ardhura të trashiguara
ANG-0002856,INST-0337-2026-002856,KontratëNr-0002857,Standarte,Blerës 199,2026-09-05,Aprovuar,PRJ-000823,231,INST-0337,M02415002E,189600.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,SHA,Shkodër,Të ardhura të trashiguara
ANG-0002857,INST-0562-2026-002857,KontratëNr-0002858,Standarte,Blerës 68,2026-09-07,Aprovuar,PRJ-000826,230,INST-0562,L12107043O,211252.0,Po,9,2026,Ministria e Brendshme,Kapitulli 4,,Vendore,Elbasan,Financim i huaj
ANG-0002858,INST-0136-2026-002858,KontratëNr-0002859,Standarte,Blerës 151,2026-09-07,Aprovuar,PRJ-000829,231,INST-0136,K51612031J,10819.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Vendore,Korçë,Të ardhura të trashiguara
ANG-0002859,INST-0588-2026-002859,KontratëNr-0002860,Standarte,Blerës 199,2026-09-08,Aprovuar,PRJ-000814,230,INST-0588,K31528061N,160000.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Qendrore,Durrës,Të ardhura të trashiguara
ANG-0002860,INST-0967-2026-002860,KontratëNr-0002861,Standarte,Blerës 56,2026-09-08,Aprovuar,PRJ-000846,231,INST-0967,M54213201B,148900.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,SHA,Tiranë,Të ardhura të trashiguara
ANG-0002861,INST-0143-2026-002861,KontratëNr-0002862,Standarte,Blerës 14,2026-09-08,Aprovuar,PRJ-000848,231,INST-0143,K87628701K,35462.27,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,Vendore,Elbasan,Financim i huaj
ANG-0002862,INST-0154-2026-002862,KontratëNr-0002863,Standarte,Blerës 45,2026-09-08,Aprovuar,PRJ-000827,230,INST-0154,K71707007Q,261000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 2,,Qendrore,Vlorë,Financim i huaj
ANG-0002863,INST-0123-2026-002863,KontratëNr-0002864,Standarte,Blerës 145,2026-09-08,Aprovuar,PRJ-000849,230,INST-0123,K72105003E,551018.29,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Vendore,Korçë,Të ardhura të trashiguara
ANG-0002864,INST-0456-2026-002864,KontratëNr-0002865,e_Planifikuar,Blerës 134,2026-09-08,Aprovuar,PRJ-000749,230,INST-0456,K41420001V,24750.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Vendore,Tiranë,Buxheti i Shtetit
ANG-0002865,INST-1016-2026-002865,KontratëNr-0002866,e_Planifikuar,Blerës 152,2026-09-08,Aprovuar,PRJ-000751,231,INST-1016,K31528061N,198000.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Qendrore,Fier,Buxheti i Shtetit
ANG-0002866,INST-0128-2026-002866,KontratëNr-0002867,e_Planifikuar,Blerës 75,2026-09-08,Aprovuar,PRJ-000753,230,INST-0128,M41508003F,751241.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Qendrore,Shkodër,Financim i huaj
ANG-0002867,INST-0126-2026-002867,KontratëNr-0002868,Standarte,Blerës 178,2026-09-08,Aprovuar,PRJ-000756,230,INST-0126,L51419022R,530000.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 2,,Vendore,Durrës,Financim i huaj
ANG-0002868,INST-0164-2026-002868,KontratëNr-0002869,Standarte,Blerës 153,2026-09-08,Aprovuar,PRJ-000762,231,INST-0164,L91418502J,66666.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,SHA,Korçë,Financim i huaj
ANG-0002869,INST-0517-2026-002869,KontratëNr-0002870,Standarte,Blerës 46,2026-09-08,Aprovuar,PRJ-000764,231,INST-0517,L01914003T,1608800.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 4,,SHA,Fier,Buxheti i Shtetit
ANG-0002870,INST-0057-2026-002870,KontratëNr-0002871,Standarte,Blerës 31,2026-09-08,Aprovuar,PRJ-000765,230,INST-0057,L91908002N,69700.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,SHA,Fier,Të ardhura të trashiguara
ANG-0002871,INST-0424-2026-002871,KontratëNr-0002872,e_Planifikuar,Blerës 47,2026-09-08,Aprovuar,PRJ-000791,230,INST-0424,M41707006H,350000.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,Vendore,Tiranë,Buxheti i Shtetit
ANG-0002872,INST-0424-2026-002872,KontratëNr-0002873,e_Planifikuar,Blerës 157,2026-09-08,Aprovuar,PRJ-000792,230,INST-0424,M32210031M,100000.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0002873,INST-0424-2026-002873,KontratëNr-0002874,Standarte,Blerës 91,2026-09-08,Aprovuar,PRJ-000793,231,INST-0424,L52606201T,500000.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Qendrore,Fier,Financim i huaj
ANG-0002874,INST-0424-2026-002874,KontratëNr-0002875,Standarte,Blerës 131,2026-09-08,Aprovuar,PRJ-000796,231,INST-0424,K42108801C,775393.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Vendore,Fier,Të ardhura të trashiguara
ANG-0002875,INST-0149-2026-002875,KontratëNr-0002876,Standarte,Blerës 21,2026-09-08,Aprovuar,PRJ-000804,230,INST-0149,L92019017V,675000.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Qendrore,Vlorë,Financim i huaj
ANG-0002876,INST-0126-2026-002876,,e_Planifikuar,Blerës 65,2026-09-08,Aprovuar,PRJ-000810,230,INST-0126,K62022009S,136686.64,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0002877,INST-0621-2026-002877,KontratëNr-0002878,e_Planifikuar,Blerës 67,2026-09-08,Aprovuar,PRJ-000766,230,INST-0621,K31528061N,190650.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0002878,INST-0621-2026-002878,,e_Planifikuar,Blerës 84,2026-09-08,Aprovuar,PRJ-000767,230,INST-0621,K51612031J,253200.0,Po,9,2026,Ministria e Brendshme,Kapitulli 3,,SHA,Durrës,Buxheti i Shtetit
ANG-0002879,INST-0621-2026-002879,KontratëNr-0002880,Standarte,Blerës 129,2026-09-08,Aprovuar,PRJ-000768,231,INST-0621,K91530017T,470000.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Qendrore,Korçë,Të ardhura të trashiguara
ANG-0002880,INST-0621-2026-002880,KontratëNr-0002881,Standarte,Blerës 129,2026-09-09,Aprovuar,PRJ-000769,230,INST-0621,L83415801H,194900.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 4,,SHA,Shkodër,Financim i huaj
ANG-0002881,INST-0621-2026-002881,KontratëNr-0002882,Standarte,Blerës 142,2026-09-09,Aprovuar,PRJ-000770,231,INST-0621,K42108801C,704000.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,SHA,Tiranë,Buxheti i Shtetit
ANG-0002882,INST-0621-2026-002882,KontratëNr-0002883,Standarte,Blerës 79,2026-09-09,Aprovuar,PRJ-000771,230,INST-0621,L21319037M,787600.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,SHA,Shkodër,Buxheti i Shtetit
ANG-0002883,INST-0621-2026-002883,KontratëNr-0002884,Standarte,Blerës 180,2026-09-09,Aprovuar,PRJ-000772,230,INST-0621,L62206012L,72496.0,Po,9,2026,Ministria e Brendshme,Kapitulli 1,,Vendore,Tiranë,Buxheti i Shtetit
ANG-0002884,INST-0621-2026-002884,KontratëNr-0002885,e_Planifikuar,Blerës 92,2026-09-09,Aprovuar,PRJ-000773,230,INST-0621,M22307015R,24100.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,SHA,Elbasan,Financim i huaj
ANG-0002885,INST-0621-2026-002885,KontratëNr-0002886,Standarte,Blerës 120,2026-09-09,Aprovuar,PRJ-000774,230,INST-0621,M51624039U,225000.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 7,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0002886,INST-0621-2026-002886,KontratëNr-0002887,Standarte,Blerës 109,2026-09-09,Aprovuar,PRJ-000775,231,INST-0621,K31528061N,103695.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Qendrore,Fier,Financim i huaj
ANG-0002887,INST-0621-2026-002887,,Standarte,Blerës 60,2026-09-09,Aprovuar,PRJ-000776,230,INST-0621,M52213505B,129800.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,Vendore,Tiranë,Financim i huaj
ANG-0002888,INST-0621-2026-002888,KontratëNr-0002889,Standarte,Blerës 75,2026-09-09,Aprovuar,PRJ-000777,231,INST-0621,L77419701F,368000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 2,,Vendore,Durrës,Financim i huaj
ANG-0002889,INST-0621-2026-002889,KontratëNr-0002890,Standarte,Blerës 39,2026-09-09,Aprovuar,PRJ-000778,230,INST-0621,K01410001N,98205.83,Po,9,2026,Ministria e Brendshme,Kapitulli 2,,Qendrore,Shkodër,Të ardhura të trashiguara
ANG-0002890,INST-0621-2026-002890,KontratëNr-0002891,Standarte,Blerës 52,2026-09-09,Aprovuar,PRJ-000779,230,INST-0621,M01903009N,61944.56,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Vendore,Elbasan,Buxheti i Shtetit
ANG-0002891,INST-0621-2026-002891,KontratëNr-0002892,Standarte,Blerës 84,2026-09-09,Aprovuar,PRJ-000780,230,INST-0621,J91809007H,198161.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0002892,INST-0621-2026-002892,KontratëNr-0002893,e_Planifikuar,Blerës 99,2026-09-09,Aprovuar,PRJ-000781,231,INST-0621,L12107043O,178565.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Vendore,Korçë,Financim i huaj
ANG-0002893,INST-0621-2026-002893,KontratëNr-0002894,Standarte,Blerës 152,2026-09-09,Aprovuar,PRJ-000782,230,INST-0621,J72124001N,45000.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 5,,Vendore,Durrës,Financim i huaj
ANG-0002894,INST-0621-2026-002894,KontratëNr-0002895,Standarte,Blerës 29,2026-09-10,Aprovuar,PRJ-000783,231,INST-0621,K62115018I,74000.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 1,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0002895,INST-0621-2026-002895,KontratëNr-0002896,Standarte,Blerës 177,2026-09-10,Aprovuar,PRJ-000784,231,INST-0621,K31427035Q,250000.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0002896,INST-0621-2026-002896,KontratëNr-0002897,Standarte,Blerës 153,2026-09-10,Aprovuar,PRJ-000785,231,INST-0621,L71325019D,29300.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Vendore,Durrës,Të ardhura të trashiguara
ANG-0002897,INST-0621-2026-002897,KontratëNr-0002898,Standarte,Blerës 6,2026-09-10,Aprovuar,PRJ-000786,231,INST-0621,K12201002T,159000.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0002898,INST-0621-2026-002898,KontratëNr-0002899,Standarte,Blerës 77,2026-09-10,Aprovuar,PRJ-000787,230,INST-0621,J72124001N,222000.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Vendore,Tiranë,Të ardhura të trashiguara
ANG-0002899,INST-0621-2026-002899,KontratëNr-0002900,e_Planifikuar,Blerës 113,2026-09-10,Aprovuar,PRJ-000788,230,INST-0621,K42108801C,268000.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,Qendrore,Vlorë,Buxheti i Shtetit
ANG-0002900,INST-0621-2026-002900,KontratëNr-0002901,Standarte,Blerës 33,2026-09-10,Aprovuar,PRJ-000789,230,INST-0621,M28717102U,469500.0,Po,9,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,Qendrore,Shkodër,Financim i huaj
ANG-0002901,INST-0098-2026-002901,,Standarte,Blerës 95,2026-09-10,Aprovuar,PRJ-000794,230,INST-0098,K31528061N,142000.0,Po,9,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,SHA,Tiranë,Financim i huaj
ANG-0002902,INST-0160-2026-002902,KontratëNr-0002903,Standarte,Blerës 186,2026-09-10,Aprovuar,PRJ-000797,230,INST-0160,K31528061N,44175.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Vendore,Korçë,Financim i huaj
ANG-0002903,INST-0888-2026-002903,KontratëNr-0002904,Standarte,Blerës 52,2026-09-10,Aprovuar,PRJ-000754,230,INST-0888,J71907014E,274000.0,Po,9,2026,Ministria e Brendshme,Kapitulli 6,,SHA,Elbasan,Buxheti i Shtetit
ANG-0002904,INST-0562-2026-002904,KontratëNr-0002905,Standarte,Blerës 195,2026-09-10,Aprovuar,PRJ-000755,230,INST-0562,J62426002Q,125600.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,SHA,Fier,Të ardhura të trashiguara
ANG-0002905,INST-0170-2026-002905,KontratëNr-0002906,Standarte,Blerës 145,2026-09-10,Aprovuar,PRJ-000757,230,INST-0170,K12201002T,22365.0,Po,9,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0002906,INST-0168-2026-002906,KontratëNr-0002907,e_Planifikuar,Blerës 24,2026-09-10,Aprovuar,PRJ-000760,231,INST-0168,L63204002T,66500.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,Vendore,Durrës,Financim i huaj
ANG-0002907,INST-0123-2026-002907,KontratëNr-0002908,Standarte,Blerës 182,2026-09-10,Aprovuar,PRJ-000763,231,INST-0123,K91425009A,27300.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Vendore,Elbasan,Buxheti i Shtetit
ANG-0002908,INST-0175-2026-002908,KontratëNr-0002909,Standarte,Blerës 94,2026-09-10,Aprovuar,PRJ-000799,231,INST-0175,K71707007Q,624200.0,Po,9,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0002909,INST-0621-2026-002909,KontratëNr-0002910,e_Planifikuar,Blerës 76,2026-09-10,Aprovuar,PRJ-000800,231,INST-0621,L43611201A,23641667.0,Po,9,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,SHA,Tiranë,Buxheti i Shtetit
