numri_fatures,numri_angazhimit,nivf_nslf,data_fatures,data_mberritjes_regjistrimit,vlera_fatures,statusi,data_ndryshimit_statusit,arsyeja_refuzimit,furnitor_nipt,kodi_lloj_fature
FAT-0004671,ANG-0002618,NIVF-9675793740,2026-09-08,2026-09-08,519841.9,pranuar,2026-09-10,,J91601504N,sherbim
FAT-0004672,ANG-0002619,NIVF-3898811211,2026-09-07,2026-09-08,684327.98,pranuar,2026-09-11,,K17621104C,mall
FAT-0004673,ANG-0002620,NIVF-3391614494,2026-09-07,2026-09-10,59342.98,pranuar,2026-09-17,,L74320602D,pune
FAT-0004674,ANG-0002621,NIVF-7056008268,2026-09-06,2026-09-07,135827.36,pranuar,2026-09-11,,L62206012L,sherbim
FAT-0004675,ANG-0002622,NIVF-2756879673,2026-09-06,2026-09-08,54207.0,pranuar,2026-09-10,,L32403002P,sherbim
FAT-0004676,ANG-0002623,NIVF-3178040483,2026-09-06,2026-09-07,16483.05,pranuar,2026-09-08,,M01321501F,sherbim
FAT-0004677,ANG-0002624,NIVF-8751362893,2026-08-31,2026-09-02,8400.53,pranuar,2026-09-08,,K12201002T,mall
FAT-0004678,ANG-0002625,NIVF-3841853605,2026-08-26,2026-08-28,11116.63,refuzuar,2026-09-06,Fiskalizim i pavlefshëm,K31517091C,sherbim
FAT-0004679,ANG-0002626,NIVF-6724750586,2026-08-29,2026-08-29,192992.65,pranuar,2026-08-30,,M26620203T,mall
FAT-0004680,ANG-0002627,NIVF-8976002076,2026-09-03,2026-09-03,74616.97,pranuar,2026-09-08,,M11529014H,pune
FAT-0004681,ANG-0002628,NIVF-2954881992,2026-08-29,2026-08-30,164318.8,pranuar,2026-09-02,,M12218017P,sherbim
FAT-0004682,ANG-0002629,NIVF-6549618194,2026-09-01,2026-09-01,15261.8,pranuar,2026-09-03,,K62320012O,mall
FAT-0004683,ANG-0002630,NIVF-8286030139,2026-09-08,2026-09-08,60000.0,pranuar,2026-09-12,,L52320022V,mall
FAT-0004684,ANG-0002631,NIVF-6604887216,2026-09-01,2026-09-02,3353.17,pranuar,2026-09-07,,M53319201J,pune
FAT-0004685,ANG-0002632,NIVF-9894634926,2026-09-01,2026-09-05,139094.96,pranuar,2026-09-09,,J61905015B,mall
FAT-0004686,ANG-0002633,NIVF-4746888160,2026-09-10,2026-09-13,73863.6,refuzuar,2026-09-18,Fiskalizim i pavlefshëm,K61516506H,pune
FAT-0004687,ANG-0002634,NIVF-4804816457,2026-09-11,2026-09-12,12546.33,pranuar,2026-09-13,,J61827076U-OE,pune
FAT-0004688,ANG-0002635,NIVF-8395415182,2026-08-29,2026-08-31,30885.1,pranuar,2026-09-09,,L81325008M,mall
FAT-0004689,ANG-0002636,NIVF-5246168141,2026-09-04,2026-09-04,31665.31,pranuar,2026-09-08,,K36306710v,mall
FAT-0004690,ANG-0002637,NIVF-5484569950,2026-09-12,2026-09-14,122218.52,pranuar,2026-09-18,,M32407021T,pune
FAT-0004691,ANG-0002638,NIVF-5151096705,2026-09-05,2026-09-08,4765.97,pranuar,2026-09-15,,K42611766Q,mall
FAT-0004692,ANG-0002639,NIVF-7420042966,2026-09-10,2026-09-13,121063.96,pranuar,2026-09-18,,K62320012O,pune
FAT-0004693,ANG-0002640,NIVF-6044021376,2026-08-30,2026-09-01,349500.0,pranuar,2026-09-06,,L92019017V,pune
FAT-0004694,ANG-0002641,NIVF-7747727438,2026-08-30,2026-09-01,137800.13,pranuar,2026-09-07,,L47401203N,sherbim
FAT-0004695,ANG-0002642,NIVF-1578363884,2026-09-04,2026-09-04,419900.0,pranuar,2026-09-12,,K33721008C,mall
FAT-0004696,ANG-0002643,NIVF-8115245938,2026-09-03,2026-09-07,297799.42,pranuar,2026-09-16,,K21521009W,mall
FAT-0004697,ANG-0002644,NIVF-9439978564,2026-09-11,2026-09-13,64272.71,pranuar,2026-09-18,,K62320012O,mall
FAT-0004698,ANG-0002645,NIVF-3560132747,2026-09-04,2026-09-06,52814.49,pranuar,2026-09-14,,M41707006H,mall
FAT-0004699,ANG-0002646,NIVF-4742517681,2026-08-31,2026-08-31,23615.69,refuzuar,2026-09-02,Mospërputhje me kontratën,L12107043O,pune
FAT-0004700,ANG-0002647,NIVF-8738773578,2026-09-02,2026-09-05,30860.36,pranuar,2026-09-14,,K81503063B,sherbim
FAT-0004701,ANG-0002648,NIVF-3474239622,2026-09-01,2026-09-04,1.48,pranuar,2026-09-11,,J61813529P,mall
FAT-0004702,ANG-0002649,NIVF-9301977643,2026-09-11,2026-09-12,194425.54,pranuar,2026-09-15,,K53821602S,pune
FAT-0004703,ANG-0002650,NIVF-5684670525,2026-09-04,2026-09-05,115000.0,pranuar,2026-09-12,,K31722069H,sherbim
FAT-0004704,ANG-0002651,NIVF-7238958571,2026-08-31,2026-09-03,29117.08,refuzuar,2026-09-08,Mospërputhje me kontratën,L21319037M,pune
FAT-0004705,ANG-0002652,NIVF-3309644461,2026-08-29,2026-09-01,21468.63,pranuar,2026-09-02,,K82612003J,pune
FAT-0004706,ANG-0002652,NIVF-5355531691,2026-09-18,2026-09-18,78031.37,pranuar,2026-09-18,,K82612003J,pune
FAT-0004707,ANG-0002653,NIVF-8780513116,2026-09-06,2026-09-07,76774.74,refuzuar,2026-09-14,Fiskalizim i pavlefshëm,J62426002Q,pune
FAT-0004708,ANG-0002654,NIVF-6900651446,2026-09-06,2026-09-10,37113.55,pranuar,2026-09-18,,L92119032V,mall
FAT-0004709,ANG-0002655,NIVF-7030600736,2026-09-07,2026-09-10,83900.0,pranuar,2026-09-18,,L21319037M,mall
FAT-0004710,ANG-0002656,NIVF-2957705625,2026-09-09,2026-09-11,32567.06,pranuar,2026-09-16,,L71715003C,mall
FAT-0004711,ANG-0002657,NIVF-5110757296,2026-09-02,2026-09-05,6122.99,pranuar,2026-09-10,,K36313762P,mall
FAT-0004712,ANG-0002658,NIVF-8139361951,2026-08-31,2026-08-31,76296.45,pranuar,2026-09-02,,M61718005K,mall
FAT-0004713,ANG-0002659,NIVF-9940238024,2026-08-31,2026-08-31,300834.81,pranuar,2026-09-04,,K36310782O,pune
FAT-0004714,ANG-0002660,NIVF-2752450264,2026-09-09,2026-09-11,795224.01,pranuar,2026-09-18,,K42108801C,mall
FAT-0004715,ANG-0002661,NIVF-5760038962,2026-09-04,2026-09-07,178715.08,pranuar,2026-09-16,,L97119401D,mall
FAT-0004716,ANG-0002662,NIVF-6140058284,2026-09-08,2026-09-09,134609.46,pranuar,2026-09-18,,L21612025J,mall
FAT-0004717,ANG-0002663,NIVF-8951284018,2026-09-02,2026-09-03,488220.43,pranuar,2026-09-11,,K48130527H,mall
FAT-0004718,ANG-0002664,NIVF-1459465125,2026-09-07,2026-09-07,598371.38,pranuar,2026-09-08,,K72210003J,pune
FAT-0004719,ANG-0002665,NIVF-4949321007,2026-09-08,2026-09-08,5026666.66,pranuar,2026-09-12,,J61813529P,sherbim
FAT-0004720,ANG-0002666,NIVF-3875793103,2026-09-08,2026-09-12,93000.0,pranuar,2026-09-18,,K72417006F,mall
FAT-0004721,ANG-0002667,NIVF-3605066239,2026-09-03,2026-09-05,86973.89,pranuar,2026-09-07,,L51712008C,sherbim
FAT-0004722,ANG-0002668,NIVF-6842945223,2026-09-10,2026-09-12,27500.0,refuzuar,2026-09-18,Gabim në shumën e faturuar,J61817047D,mall
FAT-0004723,ANG-0002669,NIVF-1005482882,2026-09-05,2026-09-07,2294742.79,pranuar,2026-09-12,,L51706022H,mall
FAT-0004724,ANG-0002670,NIVF-7944545933,2026-09-13,2026-09-13,428511.22,pranuar,2026-09-15,,K61625001I,mall
FAT-0004725,ANG-0002671,NIVF-4551604433,2026-09-07,2026-09-09,818.45,pranuar,2026-09-16,,L32403002P,mall
FAT-0004726,ANG-0002672,NIVF-5860055907,2026-09-05,2026-09-07,2280000.0,pranuar,2026-09-08,,J64103054Q,mall
FAT-0004727,ANG-0002673,NIVF-8950159978,2026-09-02,2026-09-04,3818264.77,pranuar,2026-09-07,,K51408016J,mall
FAT-0004728,ANG-0002674,NIVF-3150541864,2026-09-10,2026-09-13,328990.0,pranuar,2026-09-18,,M22307015R,mall
FAT-0004729,ANG-0002675,NIVF-2983723839,2026-09-12,2026-09-14,420795.14,pranuar,2026-09-15,,M61308015B,mall
FAT-0004730,ANG-0002676,NIVF-2279919684,2026-09-12,2026-09-12,237197.45,pranuar,2026-09-14,,M22102009L,mall
FAT-0004731,ANG-0002677,NIVF-4167576941,2026-08-31,2026-09-01,144621.98,pranuar,2026-09-10,,L58309521A,pune
FAT-0004732,ANG-0002678,NIVF-9319898561,2026-09-04,2026-09-07,180904.1,pranuar,2026-09-12,,M27412402C,pune
FAT-0004733,ANG-0002679,NIVF-1056040885,2026-09-02,2026-09-04,371051.81,pranuar,2026-09-12,,M41508003F,sherbim
FAT-0004734,ANG-0002680,NIVF-4890074250,2026-09-10,2026-09-10,27606.34,pranuar,2026-09-14,,M48110601O,mall
FAT-0004735,ANG-0002681,NIVF-3757503936,2026-09-09,2026-09-09,22924.5,pranuar,2026-09-11,,J62903318M,mall
FAT-0004736,ANG-0002682,NIVF-4204945555,2026-09-13,2026-09-13,101398.78,pranuar,2026-09-18,,L82203011N,pune
FAT-0004737,ANG-0002683,NIVF-8086886750,2026-09-08,2026-09-12,16998.84,pranuar,2026-09-18,,M22002001N,pune
FAT-0004738,ANG-0002684,NIVF-8677234538,2026-09-02,2026-09-04,13084.68,pranuar,2026-09-12,,L92112031B,mall
FAT-0004739,ANG-0002685,NIVF-9860308356,2026-09-09,2026-09-12,23722.6,pranuar,2026-09-18,,M01406012K,mall
FAT-0004740,ANG-0002686,NIVF-2039761974,2026-09-06,2026-09-06,80840.0,pranuar,2026-09-07,,K31528061N,pune
FAT-0004741,ANG-0002687,NIVF-1464961180,2026-09-02,2026-09-03,5000.0,pranuar,2026-09-05,,L51714014K,pune
FAT-0004742,ANG-0002688,NIVF-3492190034,2026-09-02,2026-09-02,38502.68,pranuar,2026-09-03,,K31528061N,pune
FAT-0004743,ANG-0002689,NIVF-7994699770,2026-09-02,2026-09-04,223012.27,pranuar,2026-09-09,,K12201002T,sherbim
FAT-0004744,ANG-0002690,NIVF-1709772926,2026-09-13,2026-09-17,216835.1,refuzuar,2026-09-18,Mungesë dokumentacioni mbështetës,K42727403P,sherbim
FAT-0004745,ANG-0002691,NIVF-8200679334,2026-09-04,2026-09-06,122469.0,refuzuar,2026-09-09,Mungesë dokumentacioni mbështetës,L11606503B,mall
FAT-0004746,ANG-0002692,NIVF-5533954998,2026-09-12,2026-09-15,219000.0,pranuar,2026-09-18,,K82020005B,mall
FAT-0004747,ANG-0002693,NIVF-2230660269,2026-09-05,2026-09-08,619501.99,pranuar,2026-09-17,,J98009202P,mall
FAT-0004748,ANG-0002694,NIVF-8912828212,2026-09-12,2026-09-14,2281.82,pranuar,2026-09-18,,L91418502J,mall
FAT-0004749,ANG-0002695,NIVF-9341233541,2026-09-14,2026-09-15,458858.72,pranuar,2026-09-18,,K62028003A,mall
FAT-0004750,ANG-0002696,NIVF-6713917526,2026-09-12,2026-09-16,833924.99,pranuar,2026-09-18,,K37509823M,pune
FAT-0004751,ANG-0002697,NIVF-6296543885,2026-09-08,2026-09-10,457178.99,pranuar,2026-09-16,,M22307034A,pune
FAT-0004752,ANG-0002698,NIVF-5502427506,2026-09-03,2026-09-03,46768.45,pranuar,2026-09-04,,M02415002E,sherbim
FAT-0004753,ANG-0002699,NIVF-3049747971,2026-09-11,2026-09-15,248000.0,pranuar,2026-09-18,,M41622016R,mall
FAT-0004754,ANG-0002700,NIVF-7359489184,2026-09-06,2026-09-06,30496.38,refuzuar,2026-09-12,Mungesë dokumentacioni mbështetës,L61611043G,pune
FAT-0004755,ANG-0002701,NIVF-9638427618,2026-09-10,2026-09-13,46711.89,pranuar,2026-09-18,,K31528061N,pune
FAT-0004756,ANG-0002702,NIVF-2913937228,2026-09-11,2026-09-14,115000.0,pranuar,2026-09-17,,J72124001N,pune
FAT-0004757,ANG-0002703,NIVF-4015304404,2026-09-15,2026-09-15,49071.2,pranuar,2026-09-17,,M22307015R,sherbim
FAT-0004758,ANG-0002704,NIVF-1735420234,2026-09-12,2026-09-15,641986.07,refuzuar,2026-09-18,Gabim në shumën e faturuar,L82523203F,sherbim
FAT-0004759,ANG-0002705,NIVF-5979229463,2026-09-04,2026-09-05,230000.0,pranuar,2026-09-07,,M61417003D,mall
FAT-0004760,ANG-0002706,NIVF-1531875693,2026-09-03,2026-09-04,30255.26,pranuar,2026-09-06,,K01410001N,sherbim
FAT-0004761,ANG-0002707,NIVF-7431472214,2026-09-11,2026-09-12,6209.97,pranuar,2026-09-18,,J91809007H,pune
FAT-0004762,ANG-0002708,NIVF-7865128211,2026-09-06,2026-09-09,92000.0,pranuar,2026-09-16,,K31528061N,pune
FAT-0004763,ANG-0002709,NIVF-1523981256,2026-09-04,2026-09-05,7418.95,pranuar,2026-09-12,,L97124201Q,sherbim
FAT-0004764,ANG-0002710,NIVF-6081108027,2026-09-02,2026-09-05,175471.8,pranuar,2026-09-07,,J62426002Q,mall
FAT-0004765,ANG-0002711,NIVF-3845577753,2026-09-10,2026-09-13,15762.5,pranuar,2026-09-18,,M22307015R,pune
FAT-0004766,ANG-0002712,NIVF-1719047540,2026-09-04,2026-09-04,138318.38,pranuar,2026-09-12,,L01305031H,mall
FAT-0004767,ANG-0002713,NIVF-3205637105,2026-09-06,2026-09-10,68800.0,pranuar,2026-09-15,,L42206505K,sherbim
FAT-0004768,ANG-0002714,NIVF-8636578477,2026-09-14,2026-09-17,287000.0,pranuar,2026-09-18,,J62426002Q,mall
FAT-0004769,ANG-0002715,NIVF-5770384692,2026-09-05,2026-09-09,426698.5,pranuar,2026-09-16,,K71718012P,mall
FAT-0004770,ANG-0002716,NIVF-5818785522,2026-09-15,2026-09-15,97894.14,pranuar,2026-09-18,,M21906013M,mall
FAT-0004771,ANG-0002717,NIVF-7736093962,2026-09-03,2026-09-06,150000.0,pranuar,2026-09-12,,K11715005L,pune
FAT-0004772,ANG-0002718,NIVF-4269456145,2026-09-09,2026-09-13,1287.82,pranuar,2026-09-17,,L01717030C,pune
FAT-0004773,ANG-0002719,NIVF-7744705771,2026-09-10,2026-09-10,53390.94,pranuar,2026-09-15,,L53512601D,mall
FAT-0004774,ANG-0002720,NIVF-1163271730,2026-09-13,2026-09-16,97050.0,refuzuar,2026-09-18,Gabim në shumën e faturuar,M12309034J,mall
FAT-0004775,ANG-0002721,NIVF-2578921778,2026-09-01,2026-09-01,109452.23,pranuar,2026-09-08,,L41726016Q,mall
FAT-0004776,ANG-0002722,NIVF-2951740317,2026-09-13,2026-09-15,210000.0,pranuar,2026-09-17,,L81512021D,mall
FAT-0004777,ANG-0002723,NIVF-8958481374,2026-09-04,2026-09-08,1911.65,pranuar,2026-09-17,,M22307015R,pune
FAT-0004778,ANG-0002724,NIVF-2904631809,2026-09-16,2026-09-16,758000.0,pranuar,2026-09-18,,L92713601Q,sherbim
FAT-0004779,ANG-0002725,NIVF-3620112940,2026-09-08,2026-09-12,37753.44,pranuar,2026-09-18,,J91809007H,mall
FAT-0004780,ANG-0002726,NIVF-2695401767,2026-09-11,2026-09-15,75448.56,pranuar,2026-09-18,,L51419022R,mall
FAT-0004781,ANG-0002727,NIVF-1675084263,2026-09-05,2026-09-08,99800.0,pranuar,2026-09-15,,M22421024U,pune
FAT-0004782,ANG-0002728,NIVF-4043639023,2026-09-05,2026-09-05,216072.5,pranuar,2026-09-10,,L97006001D,pune
FAT-0004783,ANG-0002729,NIVF-3106999178,2026-09-10,2026-09-11,110200.0,pranuar,2026-09-14,,K31528061N,pune
FAT-0004784,ANG-0002730,NIVF-9288061400,2026-09-08,2026-09-08,80333.0,pranuar,2026-09-16,,L97417204O,pune
FAT-0004785,ANG-0002731,NIVF-6312153855,2026-09-09,2026-09-09,99500.0,pranuar,2026-09-16,,M11707049K,pune
FAT-0004786,ANG-0002732,NIVF-2423263344,2026-09-08,2026-09-08,50399.19,pranuar,2026-09-15,,K31908022U,mall
FAT-0004787,ANG-0002733,NIVF-6121029236,2026-09-10,2026-09-12,54118.05,pranuar,2026-09-17,,L52111032A,mall
FAT-0004788,ANG-0002734,NIVF-9215869213,2026-09-05,2026-09-08,391604.32,pranuar,2026-09-12,,K92201080V,mall
FAT-0004789,ANG-0002735,NIVF-4470617811,2026-09-12,2026-09-13,5246.0,pranuar,2026-09-14,,M63706602M,pune
FAT-0004790,ANG-0002736,NIVF-4643908372,2026-09-09,2026-09-11,100000.0,pranuar,2026-09-17,,L96611004A,mall
FAT-0004791,ANG-0002737,NIVF-9508030098,2026-09-16,2026-09-18,595000.0,pranuar,2026-09-18,,L72203025F,pune
FAT-0004792,ANG-0002738,NIVF-4225397431,2026-09-08,2026-09-09,460000.0,pranuar,2026-09-17,,L36807191B,pune
FAT-0004793,ANG-0002739,NIVF-7224472843,2026-09-16,2026-09-18,59366.83,pranuar,2026-09-18,,M12623003N,sherbim
FAT-0004794,ANG-0002740,NIVF-9688318442,2026-09-06,2026-09-08,2500.0,pranuar,2026-09-14,,M32413030C,mall
FAT-0004795,ANG-0002741,NIVF-2474248986,2026-09-12,2026-09-16,15831.88,pranuar,2026-09-18,,M22307015R,mall
FAT-0004796,ANG-0002742,NIVF-6698767843,2026-09-06,2026-09-08,64711.08,pranuar,2026-09-14,,K67127202M,mall
FAT-0004797,ANG-0002743,NIVF-9530351225,2026-09-02,2026-09-04,89544.62,pranuar,2026-09-13,,K31908022U,pune
FAT-0004798,ANG-0002744,NIVF-8443405023,2026-09-13,2026-09-17,1458.57,pranuar,2026-09-18,,M62911002F,pune
FAT-0004799,ANG-0002745,NIVF-6641313758,2026-09-12,2026-09-15,83075.0,pranuar,2026-09-18,,L32708801U,sherbim
FAT-0004800,ANG-0002746,NIVF-3795156957,2026-09-15,2026-09-16,99936.0,pranuar,2026-09-18,,K78317002F,sherbim
FAT-0004801,ANG-0002747,NIVF-7368970005,2026-09-10,2026-09-14,8993.12,pranuar,2026-09-18,,M52617004S,sherbim
FAT-0004802,ANG-0002748,NIVF-5378788273,2026-09-18,2026-09-18,62567.12,pranuar,2026-09-18,,L92204011T,sherbim
FAT-0004803,ANG-0002749,NIVF-3390652118,2026-09-05,2026-09-05,1200.61,pranuar,2026-09-13,,K51612031J,mall
FAT-0004804,ANG-0002750,NIVF-8440496024,2026-09-13,2026-09-14,23958.59,pranuar,2026-09-18,,L91418502J,mall
FAT-0004805,ANG-0002751,NIVF-2225885274,2026-09-16,2026-09-18,227.29,pranuar,2026-09-18,,L84612401A,mall
FAT-0004806,ANG-0002752,NIVF-9881584498,2026-09-05,2026-09-06,96300.0,pranuar,2026-09-08,,M61406059I,pune
FAT-0004807,ANG-0002753,NIVF-8271109350,2026-09-14,2026-09-14,75000.0,refuzuar,2026-09-17,Mungesë dokumentacioni mbështetës,J87603505T,sherbim
FAT-0004808,ANG-0002754,NIVF-1492028546,2026-09-06,2026-09-10,5392.13,pranuar,2026-09-17,,K21912001R,mall
FAT-0004809,ANG-0002755,NIVF-9300882794,2026-09-13,2026-09-16,304000.0,pranuar,2026-09-18,,M22325028A,mall
FAT-0004810,ANG-0002756,NIVF-8058268610,2026-09-14,2026-09-16,32462.44,pranuar,2026-09-18,,M57516503T,pune
FAT-0004811,ANG-0002757,NIVF-9276000901,2026-09-16,2026-09-18,118528.56,pranuar,2026-09-18,,K81503063B,mall
FAT-0004812,ANG-0002758,NIVF-5740508645,2026-09-05,2026-09-05,840000.0,pranuar,2026-09-11,,K37509289U,mall
FAT-0004813,ANG-0002760,NIVF-2255628418,2026-09-10,2026-09-10,131175.11,pranuar,2026-09-14,,M02415002E,mall
FAT-0004814,ANG-0002761,NIVF-6024958209,2026-09-13,2026-09-14,20025.82,refuzuar,2026-09-18,Mospërputhje me kontratën,J62426002Q,mall
FAT-0004815,ANG-0002763,NIVF-6079961171,2026-09-05,2026-09-08,261968.67,pranuar,2026-09-14,,M43604204M,mall
FAT-0004816,ANG-0002764,NIVF-2868199607,2026-09-16,2026-09-17,119516.15,pranuar,2026-09-18,,M42203017M,mall
FAT-0004817,ANG-0002766,NIVF-5782562360,2026-09-17,2026-09-18,97500.0,pranuar,2026-09-18,,L41726016Q,mall
FAT-0004818,ANG-0002767,NIVF-3169239846,2026-09-09,2026-09-09,98433.0,pranuar,2026-09-13,,L38505801L,mall
FAT-0004819,ANG-0002768,NIVF-1551321838,2026-09-12,2026-09-13,31568.91,pranuar,2026-09-18,,M12312003S,mall
FAT-0004820,ANG-0002769,NIVF-8660992352,2026-09-07,2026-09-09,6.6,pranuar,2026-09-13,,K66801001T,mall
FAT-0004821,ANG-0002770,NIVF-8642948076,2026-09-10,2026-09-11,47489.0,pranuar,2026-09-17,,L32403002P,mall
FAT-0004822,ANG-0002771,NIVF-9038776588,2026-09-06,2026-09-10,142940.0,pranuar,2026-09-11,,K91425009A,mall
FAT-0004823,ANG-0002772,NIVF-3565252143,2026-09-06,2026-09-08,8750.0,pranuar,2026-09-12,,J61814028F,mall
FAT-0004824,ANG-0002773,NIVF-6652887038,2026-09-08,2026-09-09,141622.78,pranuar,2026-09-11,,M02403014N,mall
FAT-0004825,ANG-0002774,NIVF-7149494700,2026-09-09,2026-09-09,591268.0,pranuar,2026-09-18,,M41406021N,mall
FAT-0004826,ANG-0002775,NIVF-1156527602,2026-09-06,2026-09-08,299000.0,pranuar,2026-09-16,,L71421032N,mall
FAT-0004827,ANG-0002776,NIVF-9269346364,2026-09-06,2026-09-06,782642.52,pranuar,2026-09-10,,M22307015R,mall
FAT-0004828,ANG-0002777,NIVF-1591764889,2026-09-06,2026-09-10,687118.05,pranuar,2026-09-16,,L81530012C,mall
FAT-0004829,ANG-0002778,NIVF-6959209214,2026-09-17,2026-09-18,658000.0,pranuar,2026-09-18,,L81512021D,mall
FAT-0004830,ANG-0002779,NIVF-1274725462,2026-09-08,2026-09-10,563.4,pranuar,2026-09-18,,L64425401K,mall
FAT-0004831,ANG-0002780,NIVF-9627378506,2026-09-09,2026-09-09,8236.52,pranuar,2026-09-18,,K31528061N,mall
FAT-0004832,ANG-0002781,NIVF-6024770801,2026-09-14,2026-09-17,678000.0,pranuar,2026-09-18,,K71707007Q,sherbim
FAT-0004833,ANG-0002782,NIVF-5625356750,2026-09-06,2026-09-07,17366.74,pranuar,2026-09-15,,K31503045V,mall
FAT-0004834,ANG-0002783,NIVF-6259696989,2026-09-07,2026-09-10,177900.0,pranuar,2026-09-13,,J91419001U,pune
FAT-0004835,ANG-0002784,NIVF-7665497622,2026-09-18,2026-09-18,183786.0,pranuar,2026-09-18,,J91809007H,mall
FAT-0004836,ANG-0002785,NIVF-6242127575,2026-09-17,2026-09-17,8509.7,pranuar,2026-09-18,,K36306710v,mall
FAT-0004837,ANG-0002786,NIVF-5089336665,2026-09-13,2026-09-13,644890.0,pranuar,2026-09-17,,L51611004I,mall
FAT-0004838,ANG-0002787,NIVF-2104485162,2026-09-18,2026-09-18,43420.44,pranuar,2026-09-18,,M26620203T,mall
FAT-0004839,ANG-0002788,NIVF-1283550986,2026-09-08,2026-09-09,155786.66,pranuar,2026-09-11,,M52617004S,pune
FAT-0004840,ANG-0002789,NIVF-1282592489,2026-09-11,2026-09-14,15311.99,pranuar,2026-09-18,,L12407012R,sherbim
FAT-0004841,ANG-0002790,NIVF-3260435398,2026-09-12,2026-09-16,89710.91,pranuar,2026-09-18,,K71630026T,mall
FAT-0004842,ANG-0002791,NIVF-3485859957,2026-09-10,2026-09-12,30949.03,pranuar,2026-09-18,,L92318009L,pune
FAT-0004843,ANG-0002792,NIVF-6687708173,2026-09-09,2026-09-13,38970.44,pranuar,2026-09-17,,L32403002P,sherbim
FAT-0004844,ANG-0002794,NIVF-5502569843,2026-09-13,2026-09-15,188752.5,pranuar,2026-09-18,,M26704001G,pune
FAT-0004845,ANG-0002795,NIVF-9222213644,2026-09-11,2026-09-14,23774.01,pranuar,2026-09-18,,M52213505B,pune
FAT-0004846,ANG-0002796,NIVF-7861998604,2026-09-07,2026-09-08,117630.73,refuzuar,2026-09-14,Gabim në shumën e faturuar,L21305035S,pune
FAT-0004847,ANG-0002797,NIVF-9129266386,2026-09-11,2026-09-14,515000.0,pranuar,2026-09-18,,L67508702G,pune
FAT-0004848,ANG-0002798,NIVF-9989147572,2026-09-06,2026-09-07,103649.61,pranuar,2026-09-08,,M31305029A,pune
FAT-0004849,ANG-0002799,NIVF-1074117120,2026-09-10,2026-09-12,637000.0,pranuar,2026-09-13,,K91712015L,mall
FAT-0004850,ANG-0002801,NIVF-2723472000,2026-09-10,2026-09-10,9333.51,pranuar,2026-09-15,,J91809007H,mall
FAT-0004851,ANG-0002802,NIVF-1663485289,2026-09-10,2026-09-14,68629.57,pranuar,2026-09-15,,K92201080V,pune
FAT-0004852,ANG-0002803,NIVF-1038510349,2026-09-11,2026-09-15,12462.5,refuzuar,2026-09-18,Fiskalizim i pavlefshëm,L71731025U,mall
FAT-0004853,ANG-0002804,NIVF-9007412650,2026-09-12,2026-09-12,97659.25,pranuar,2026-09-18,,L76513701A,sherbim
FAT-0004854,ANG-0002805,NIVF-7787890682,2026-09-08,2026-09-09,36387.15,pranuar,2026-09-17,,L71715003C,sherbim
FAT-0004855,ANG-0002806,NIVF-2331240426,2026-09-13,2026-09-13,3631.91,pranuar,2026-09-18,,K21912001R,sherbim
FAT-0004856,ANG-0002807,NIVF-6183951428,2026-09-11,2026-09-11,269000.0,pranuar,2026-09-13,,J61901194M,sherbim
FAT-0004857,ANG-0002809,NIVF-4508742328,2026-09-12,2026-09-14,40953.49,pranuar,2026-09-18,,L62311016C,sherbim
FAT-0004858,ANG-0002810,NIVF-8241369568,2026-09-16,2026-09-18,9744.17,pranuar,2026-09-18,,L89226601K,sherbim
FAT-0004859,ANG-0002811,NIVF-8133584326,2026-09-16,2026-09-18,25165.87,pranuar,2026-09-18,,J62426002Q,mall
FAT-0004860,ANG-0002812,NIVF-1806174031,2026-09-17,2026-09-18,33297.27,pranuar,2026-09-18,,L01508026P,pune
FAT-0004861,ANG-0002813,NIVF-4241080689,2026-09-10,2026-09-13,404633.82,pranuar,2026-09-15,,L68705501C,sherbim
FAT-0004862,ANG-0002815,NIVF-2225371747,2026-09-11,2026-09-15,7812.47,pranuar,2026-09-16,,K31528061N,mall
FAT-0004863,ANG-0002816,NIVF-3395750587,2026-09-16,2026-09-18,45453200.33,pranuar,2026-09-18,,J62903750A,pune
FAT-0004864,ANG-0002818,NIVF-5655131901,2026-09-15,2026-09-18,99360.82,pranuar,2026-09-18,,L62204033A,pune
FAT-0004865,ANG-0002819,NIVF-2763858668,2026-09-07,2026-09-09,7000.0,refuzuar,2026-09-13,Mungesë dokumentacioni mbështetës,K62320012O,sherbim
FAT-0004866,ANG-0002820,NIVF-3788295349,2026-09-07,2026-09-10,699990.0,pranuar,2026-09-11,,M19305501L,pune
FAT-0004867,ANG-0002821,NIVF-1363421331,2026-09-11,2026-09-12,16892.61,pranuar,2026-09-18,,M07108401J,mall
FAT-0004868,ANG-0002822,NIVF-5874130761,2026-09-09,2026-09-11,153000.0,pranuar,2026-09-18,,L21708012H,pune
FAT-0004869,ANG-0002823,NIVF-2188339110,2026-09-15,2026-09-18,14807.96,pranuar,2026-09-18,,K62320012O,pune
FAT-0004870,ANG-0002826,NIVF-1563157052,2026-09-17,2026-09-17,20745.6,pranuar,2026-09-18,,L62316503D,pune
FAT-0004871,ANG-0002827,NIVF-4768689869,2026-09-09,2026-09-11,969000.0,pranuar,2026-09-16,,M22421024U,mall
FAT-0004872,ANG-0002828,NIVF-2550312489,2026-09-08,2026-09-08,545000.0,pranuar,2026-09-15,,M21517029S,pune
