numri_urdherit_shpenzimit,numri_fatures,data_urdherit_shpenzimit,data_ekzekutimit_pageses,vlera_paguar_faktikisht,afati_aplikueshem_dite
URDH-0004050,FAT-0004421,2026-08-29,2026-09-08,58568.93,30
URDH-0004051,FAT-0004422,2026-09-18,2026-09-18,36646.84,30
URDH-0004052,FAT-0004423,2026-08-31,2026-09-01,5228.84,30
URDH-0004053,FAT-0004424,2026-09-02,2026-09-15,60484.08,30
URDH-0004054,FAT-0004425,2026-09-18,2026-09-18,213646.88,30
URDH-0004055,FAT-0004426,2026-09-08,2026-09-08,48407.29,30
URDH-0004056,FAT-0004427,2026-09-02,2026-09-12,60075.58,30
URDH-0004057,FAT-0004428,2026-09-02,2026-09-02,396832.32,30
URDH-0004058,FAT-0004430,2026-09-18,2026-09-18,214023.75,30
URDH-0004059,FAT-0004431,2026-09-12,2026-09-12,90538.14,30
URDH-0004060,FAT-0004432,2026-08-28,2026-08-28,76838.12,30
URDH-0004061,FAT-0004433,2026-08-26,2026-09-14,66667.0,30
URDH-0004062,FAT-0004434,2026-08-27,2026-09-14,27484.92,30
URDH-0004063,FAT-0004435,2026-09-07,2026-09-07,776850.26,30
URDH-0004064,FAT-0004436,2026-09-02,2026-09-04,849900.0,30
URDH-0004065,FAT-0004437,2026-08-23,2026-08-23,48205.4,30
URDH-0004066,FAT-0004438,2026-09-18,2026-09-18,14511.93,30
URDH-0004067,FAT-0004439,2026-09-10,2026-09-10,13103.75,30
URDH-0004068,FAT-0004440,2026-08-20,2026-09-05,590825.76,30
URDH-0004069,FAT-0004441,2026-09-05,2026-09-05,203452.32,30
URDH-0004070,FAT-0004442,2026-09-11,2026-09-18,146547.68,30
URDH-0004071,FAT-0004443,2026-09-08,2026-09-08,804531.65,30
URDH-0004072,FAT-0004444,2026-08-22,2026-08-22,79550.0,30
URDH-0004073,FAT-0004445,2026-08-23,2026-08-23,185304.93,30
URDH-0004074,FAT-0004446,2026-09-18,2026-09-18,52015.54,30
URDH-0004075,FAT-0004447,2026-09-04,2026-09-18,34225.01,30
URDH-0004076,FAT-0004448,2026-08-21,2026-08-21,194100.0,30
URDH-0004077,FAT-0004449,2026-09-10,2026-09-10,6395.29,30
URDH-0004078,FAT-0004450,2026-09-18,2026-09-18,31914.89,30
URDH-0004079,FAT-0004451,2026-09-04,2026-09-09,47298660.0,30
URDH-0004080,FAT-0004452,2026-09-07,2026-09-07,540000.0,30
URDH-0004081,FAT-0004453,2026-09-01,2026-09-01,136651.81,30
URDH-0004082,FAT-0004454,2026-09-09,2026-09-09,499997.0,30
URDH-0004083,FAT-0004455,2026-09-04,2026-09-04,97097.98,30
URDH-0004084,FAT-0004456,2026-09-05,2026-09-05,3468.0,30
URDH-0004085,FAT-0004457,2026-09-04,2026-09-18,500000.0,30
URDH-0004086,FAT-0004458,2026-09-08,2026-09-08,292141.51,30
URDH-0004087,FAT-0004459,2026-08-23,2026-08-29,353687.39,30
URDH-0004088,FAT-0004460,2026-08-31,2026-09-17,361467.42,30
URDH-0004089,FAT-0004461,2026-09-09,2026-09-10,277888.94,30
URDH-0004090,FAT-0004462,2026-08-24,2026-08-24,249300.0,30
URDH-0004091,FAT-0004463,2026-09-11,2026-09-18,2955737.9,30
URDH-0004092,FAT-0004464,2026-09-12,2026-09-18,44180.0,30
URDH-0004093,FAT-0004465,2026-09-16,2026-09-16,385715.55,30
URDH-0004094,FAT-0004466,2026-08-25,2026-08-28,845000.0,30
URDH-0004095,FAT-0004467,2026-08-24,2026-09-09,12015.56,30
URDH-0004096,FAT-0004468,2026-09-10,2026-09-17,36517.73,30
URDH-0004097,FAT-0004469,2026-08-28,2026-08-28,850000.0,30
URDH-0004098,FAT-0004470,2026-09-13,2026-09-13,360982.5,30
URDH-0004099,FAT-0004471,2026-08-29,2026-09-08,98128.0,30
URDH-0004100,FAT-0004472,2026-08-28,2026-09-05,44557.16,30
URDH-0004101,FAT-0004473,2026-08-27,2026-08-27,143000.0,30
URDH-0004102,FAT-0004474,2026-08-28,2026-09-03,96800.0,30
URDH-0004103,FAT-0004475,2026-09-06,2026-09-06,84150.0,30
URDH-0004104,FAT-0004476,2026-09-05,2026-09-15,481000.0,30
URDH-0004105,FAT-0004477,2026-09-06,2026-09-06,75173.96,30
URDH-0004106,FAT-0004478,2026-09-18,2026-09-18,19826.04,30
URDH-0004107,FAT-0004479,2026-09-01,2026-09-13,414342.06,30
URDH-0004108,FAT-0004480,2026-09-16,2026-09-18,187352.95,30
URDH-0004109,FAT-0004481,2026-09-06,2026-09-14,260000.0,30
URDH-0004110,FAT-0004482,2026-09-09,2026-09-18,82966.78,30
URDH-0004111,FAT-0004483,2026-08-20,2026-08-26,56983.51,30
URDH-0004112,FAT-0004485,2026-08-29,2026-09-02,154834.38,30
URDH-0004113,FAT-0004486,2026-09-02,2026-09-12,63055.1,30
URDH-0004114,FAT-0004487,2026-09-06,2026-09-07,63207.31,30
URDH-0004115,FAT-0004488,2026-09-04,2026-09-04,3980.36,30
URDH-0004116,FAT-0004489,2026-08-29,2026-09-16,100000.0,30
URDH-0004117,FAT-0004491,2026-09-07,2026-09-18,350000.0,30
URDH-0004118,FAT-0004492,2026-09-05,2026-09-08,1169560.8,30
URDH-0004119,FAT-0004493,2026-09-07,2026-09-10,75000.0,30
URDH-0004120,FAT-0004494,2026-09-05,2026-09-18,334178.77,30
URDH-0004121,FAT-0004495,2026-09-14,2026-09-14,721727.42,30
URDH-0004122,FAT-0004496,2026-08-31,2026-08-31,7648.97,30
URDH-0004123,FAT-0004497,2026-09-09,2026-09-09,209000.0,30
URDH-0004124,FAT-0004499,2026-09-12,2026-09-18,55570.53,30
URDH-0004125,FAT-0004500,2026-09-02,2026-09-06,54994.94,30
URDH-0004126,FAT-0004501,2026-08-29,2026-09-15,217021.97,30
URDH-0004127,FAT-0004502,2026-09-06,2026-09-16,740000.0,30
URDH-0004128,FAT-0004503,2026-09-04,2026-09-07,497.27,30
URDH-0004129,FAT-0004504,2026-09-10,2026-09-10,90774.8,30
URDH-0004130,FAT-0004505,2026-09-02,2026-09-18,12804.27,30
URDH-0004131,FAT-0004506,2026-08-31,2026-08-31,24331.67,30
URDH-0004132,FAT-0004507,2026-09-01,2026-09-15,18027.64,30
URDH-0004133,FAT-0004508,2026-09-18,2026-09-18,80264.5,30
URDH-0004134,FAT-0004509,2026-09-09,2026-09-09,173766.83,30
URDH-0004135,FAT-0004510,2026-09-18,2026-09-18,165233.17,30
URDH-0004136,FAT-0004511,2026-09-13,2026-09-13,18000.0,30
URDH-0004137,FAT-0004512,2026-09-07,2026-09-18,38377.52,30
URDH-0004138,FAT-0004513,2026-09-10,2026-09-15,22560.33,30
URDH-0004139,FAT-0004514,2026-09-04,2026-09-14,54430.41,30
URDH-0004140,FAT-0004515,2026-09-05,2026-09-18,186247.8,30
URDH-0004141,FAT-0004516,2026-09-12,2026-09-12,130000.0,30
URDH-0004142,FAT-0004517,2026-08-31,2026-08-31,2091.76,30
URDH-0004143,FAT-0004518,2026-09-18,2026-09-18,265477.04,30
URDH-0004144,FAT-0004519,2026-09-09,2026-09-18,126448.03,30
URDH-0004145,FAT-0004520,2026-09-08,2026-09-18,350000.0,30
URDH-0004146,FAT-0004523,2026-09-12,2026-09-17,18079.82,30
URDH-0004147,FAT-0004524,2026-09-08,2026-09-18,18633.8,30
URDH-0004148,FAT-0004525,2026-09-10,2026-09-18,1932.41,30
URDH-0004149,FAT-0004526,2026-08-29,2026-08-29,312000.0,30
URDH-0004150,FAT-0004527,2026-09-01,2026-09-03,2909000.0,30
URDH-0004151,FAT-0004528,2026-09-13,2026-09-16,13173.12,30
URDH-0004152,FAT-0004529,2026-09-13,2026-09-18,2211.98,30
URDH-0004153,FAT-0004530,2026-09-10,2026-09-18,3000000.0,30
URDH-0004154,FAT-0004533,2026-09-05,2026-09-06,1960027.92,30
URDH-0004155,FAT-0004534,2026-09-03,2026-09-03,24134.79,30
URDH-0004156,FAT-0004536,2026-09-03,2026-09-17,54038.47,30
URDH-0004157,FAT-0004537,2026-09-06,2026-09-18,63000.0,30
URDH-0004158,FAT-0004538,2026-09-06,2026-09-09,98497.6,30
URDH-0004159,FAT-0004539,2026-09-07,2026-09-15,1904.34,30
URDH-0004160,FAT-0004540,2026-09-03,2026-09-14,36078.78,30
URDH-0004161,FAT-0004541,2026-09-12,2026-09-12,80.83,30
URDH-0004162,FAT-0004542,2026-09-09,2026-09-18,267759.87,30
URDH-0004163,FAT-0004543,2026-09-13,2026-09-13,497267.11,30
URDH-0004164,FAT-0004544,2026-09-13,2026-09-18,382293.44,30
URDH-0004165,FAT-0004545,2026-09-01,2026-09-18,356363.63,30
URDH-0004166,FAT-0004547,2026-09-01,2026-09-01,116013.62,30
URDH-0004167,FAT-0004549,2026-09-15,2026-09-15,6000.0,30
URDH-0004168,FAT-0004550,2026-09-05,2026-09-18,19399.24,30
URDH-0004169,FAT-0004551,2026-09-18,2026-09-18,36093.98,30
URDH-0004170,FAT-0004552,2026-09-07,2026-09-18,542238.46,30
URDH-0004171,FAT-0004553,2026-09-05,2026-09-05,113625.24,30
URDH-0004172,FAT-0004554,2026-09-05,2026-09-18,89620.98,30
URDH-0004173,FAT-0004555,2026-09-10,2026-09-18,440000.0,30
URDH-0004174,FAT-0004557,2026-09-05,2026-09-07,99500.0,30
URDH-0004175,FAT-0004558,2026-09-18,2026-09-18,66744.43,30
URDH-0004176,FAT-0004559,2026-09-05,2026-09-10,284800.0,30
URDH-0004177,FAT-0004560,2026-09-08,2026-09-10,13387.47,30
URDH-0004178,FAT-0004561,2026-09-05,2026-09-05,71000.0,30
URDH-0004179,FAT-0004562,2026-09-12,2026-09-14,59554.6,30
URDH-0004180,FAT-0004563,2026-09-10,2026-09-18,93332.64,30
URDH-0004181,FAT-0004564,2026-09-08,2026-09-08,123953.0,30
URDH-0004182,FAT-0004565,2026-09-14,2026-09-18,8838.94,30
URDH-0004183,FAT-0004566,2026-09-10,2026-09-18,28740.71,30
URDH-0004184,FAT-0004567,2026-09-01,2026-09-01,99000.0,30
URDH-0004185,FAT-0004569,2026-09-10,2026-09-18,135000.0,30
URDH-0004186,FAT-0004570,2026-09-17,2026-09-18,235637.34,30
URDH-0004187,FAT-0004571,2026-09-10,2026-09-18,43173.72,30
URDH-0004188,FAT-0004572,2026-09-05,2026-09-08,180900.0,30
URDH-0004189,FAT-0004573,2026-09-12,2026-09-16,43614.08,30
URDH-0004190,FAT-0004575,2026-09-04,2026-09-18,41364.9,30
URDH-0004191,FAT-0004576,2026-09-08,2026-09-08,11900.19,30
URDH-0004192,FAT-0004577,2026-09-08,2026-09-18,430000.0,30
URDH-0004193,FAT-0004578,2026-09-14,2026-09-18,135994.33,30
URDH-0004194,FAT-0004579,2026-09-03,2026-09-03,351779.57,30
URDH-0004195,FAT-0004580,2026-09-08,2026-09-08,99000.0,30
URDH-0004196,FAT-0004581,2026-09-03,2026-09-04,212.94,30
URDH-0004197,FAT-0004582,2026-09-12,2026-09-18,333333.0,30
URDH-0004198,FAT-0004583,2026-09-14,2026-09-18,13006.03,30
URDH-0004199,FAT-0004584,2026-09-13,2026-09-13,18204.48,30
URDH-0004200,FAT-0004585,2026-09-07,2026-09-07,57509.89,30
URDH-0004201,FAT-0004587,2026-09-02,2026-09-18,47177.31,30
URDH-0004202,FAT-0004588,2026-09-08,2026-09-12,13149.49,30
URDH-0004203,FAT-0004589,2026-09-07,2026-09-18,4347.71,30
URDH-0004204,FAT-0004590,2026-09-11,2026-09-17,186150.0,30
URDH-0004205,FAT-0004592,2026-09-08,2026-09-08,543195.91,30
URDH-0004206,FAT-0004593,2026-09-14,2026-09-15,443410.28,30
URDH-0004207,FAT-0004594,2026-09-14,2026-09-18,286149.43,30
URDH-0004208,FAT-0004595,2026-09-18,2026-09-18,95000.0,30
URDH-0004209,FAT-0004596,2026-09-18,2026-09-18,400000.0,30
URDH-0004210,FAT-0004597,2026-09-06,2026-09-08,795000.0,30
URDH-0004211,FAT-0004598,2026-09-02,2026-09-05,15755.44,30
URDH-0004212,FAT-0004599,2026-09-09,2026-09-18,520000.0,30
URDH-0004213,FAT-0004600,2026-09-05,2026-09-05,1300000.0,30
URDH-0004214,FAT-0004601,2026-09-12,2026-09-12,313888.69,30
URDH-0004215,FAT-0004602,2026-09-11,2026-09-18,237000.0,30
URDH-0004216,FAT-0004603,2026-09-05,2026-09-05,700000.0,30
URDH-0004217,FAT-0004604,2026-09-06,2026-09-07,21883.53,30
URDH-0004218,FAT-0004605,2026-09-15,2026-09-18,633000.0,30
URDH-0004219,FAT-0004606,2026-09-09,2026-09-09,225851.57,30
URDH-0004220,FAT-0004607,2026-09-01,2026-09-01,41767.7,30
URDH-0004221,FAT-0004608,2026-09-17,2026-09-17,50628.13,30
URDH-0004222,FAT-0004609,2026-09-17,2026-09-17,796216.78,30
URDH-0004223,FAT-0004610,2026-09-16,2026-09-18,100000.0,30
URDH-0004224,FAT-0004611,2026-09-03,2026-09-13,103836.55,30
URDH-0004225,FAT-0004612,2026-09-07,2026-09-12,953345.0,30
URDH-0004226,FAT-0004613,2026-08-30,2026-09-05,37693.58,30
URDH-0004227,FAT-0004614,2026-09-09,2026-09-18,195500.0,30
URDH-0004228,FAT-0004615,2026-09-09,2026-09-17,141825.23,30
URDH-0004229,FAT-0004616,2026-09-08,2026-09-08,4805058.81,30
URDH-0004230,FAT-0004617,2026-09-18,2026-09-18,1369248.29,30
URDH-0004231,FAT-0004618,2026-09-10,2026-09-10,385130.65,30
URDH-0004232,FAT-0004619,2026-09-13,2026-09-18,12446.94,30
URDH-0004233,FAT-0004620,2026-09-11,2026-09-18,63333.0,30
URDH-0004234,FAT-0004621,2026-09-01,2026-09-13,914000.0,30
URDH-0004235,FAT-0004622,2026-08-31,2026-09-18,4223.57,30
URDH-0004236,FAT-0004623,2026-09-15,2026-09-18,295896.54,30
URDH-0004237,FAT-0004624,2026-09-13,2026-09-18,6384.93,30
URDH-0004238,FAT-0004625,2026-09-10,2026-09-13,693700.0,30
URDH-0004239,FAT-0004626,2026-09-15,2026-09-18,7762.25,30
URDH-0004240,FAT-0004627,2026-09-16,2026-09-16,1494.72,30
URDH-0004241,FAT-0004628,2026-09-11,2026-09-18,8369.98,30
URDH-0004242,FAT-0004629,2026-09-18,2026-09-18,3979.52,30
URDH-0004243,FAT-0004630,2026-09-16,2026-09-18,153110.57,30
URDH-0004244,FAT-0004631,2026-09-18,2026-09-18,165044.93,30
URDH-0004245,FAT-0004632,2026-09-03,2026-09-18,3892.9,30
URDH-0004246,FAT-0004633,2026-09-13,2026-09-13,286782.29,30
URDH-0004247,FAT-0004634,2026-09-18,2026-09-18,650342.82,30
URDH-0004248,FAT-0004635,2026-09-18,2026-09-18,182588.73,30
URDH-0004249,FAT-0004636,2026-09-01,2026-09-10,15710.96,30
URDH-0004250,FAT-0004637,2026-09-15,2026-09-18,11437.54,30
URDH-0004251,FAT-0004638,2026-09-18,2026-09-18,262136.86,30
URDH-0004252,FAT-0004639,2026-09-16,2026-09-16,92666.0,30
URDH-0004253,FAT-0004640,2026-09-15,2026-09-16,76150.0,30
URDH-0004254,FAT-0004641,2026-09-16,2026-09-16,600000.0,30
URDH-0004255,FAT-0004642,2026-09-17,2026-09-17,185007.17,30
URDH-0004256,FAT-0004643,2026-09-12,2026-09-12,20120.56,30
URDH-0004257,FAT-0004644,2026-09-18,2026-09-18,4879.44,30
URDH-0004258,FAT-0004645,2026-09-18,2026-09-18,10573.63,30
URDH-0004259,FAT-0004646,2026-09-17,2026-09-18,731500.0,30
URDH-0004260,FAT-0004647,2026-09-09,2026-09-09,258855.91,30
URDH-0004261,FAT-0004648,2026-09-14,2026-09-14,14862.74,30
URDH-0004262,FAT-0004649,2026-09-13,2026-09-18,24337.44,30
URDH-0004263,FAT-0004650,2026-09-11,2026-09-11,44072.29,30
URDH-0004264,FAT-0004651,2026-09-15,2026-09-15,311941.12,30
URDH-0004265,FAT-0004652,2026-09-07,2026-09-18,17799.28,30
URDH-0004266,FAT-0004653,2026-09-09,2026-09-18,938700.0,30
URDH-0004267,FAT-0004654,2026-09-18,2026-09-18,80746.38,30
URDH-0004268,FAT-0004655,2026-09-18,2026-09-18,47189.75,30
URDH-0004269,FAT-0004656,2026-09-08,2026-09-11,26227.66,30
URDH-0004270,FAT-0004657,2026-09-05,2026-09-05,24643.15,30
URDH-0004271,FAT-0004658,2026-09-11,2026-09-11,130124.57,30
URDH-0004272,FAT-0004659,2026-09-15,2026-09-18,108970.23,30
URDH-0004273,FAT-0004660,2026-09-08,2026-09-08,676333.54,30
URDH-0004274,FAT-0004661,2026-09-18,2026-09-18,91007.98,30
URDH-0004275,FAT-0004662,2026-09-18,2026-09-18,840532.64,30
URDH-0004276,FAT-0004663,2026-09-13,2026-09-18,218484.27,30
URDH-0004277,FAT-0004664,2026-09-12,2026-09-16,453635.88,30
URDH-0004278,FAT-0004665,2026-09-18,2026-09-18,81250.0,30
URDH-0004279,FAT-0004666,2026-09-18,2026-09-18,7408569.12,30
URDH-0004280,FAT-0004667,2026-09-09,2026-09-18,120000.0,30
URDH-0004281,FAT-0004668,2026-09-14,2026-09-18,245118.77,30
URDH-0004282,FAT-0004669,2026-09-18,2026-09-18,171426.02,30
URDH-0004283,FAT-0004671,2026-09-13,2026-09-13,519841.9,30
URDH-0004284,FAT-0004672,2026-09-16,2026-09-18,684327.98,30
URDH-0004285,FAT-0004673,2026-09-18,2026-09-18,59342.98,30
URDH-0004286,FAT-0004674,2026-09-13,2026-09-18,135827.36,30
URDH-0004287,FAT-0004675,2026-09-12,2026-09-12,54207.0,30
URDH-0004288,FAT-0004676,2026-09-13,2026-09-13,16483.05,30
URDH-0004289,FAT-0004677,2026-09-11,2026-09-18,8400.53,30
URDH-0004290,FAT-0004679,2026-09-03,2026-09-05,192992.65,30
URDH-0004291,FAT-0004680,2026-09-14,2026-09-14,74616.97,30
URDH-0004292,FAT-0004681,2026-09-07,2026-09-18,164318.8,30
URDH-0004293,FAT-0004682,2026-09-10,2026-09-18,15261.8,30
URDH-0004294,FAT-0004683,2026-09-18,2026-09-18,60000.0,30
URDH-0004295,FAT-0004684,2026-09-09,2026-09-18,3353.17,30
URDH-0004296,FAT-0004685,2026-09-16,2026-09-18,139094.96,30
URDH-0004297,FAT-0004687,2026-09-17,2026-09-18,12546.33,30
URDH-0004298,FAT-0004688,2026-09-13,2026-09-18,30885.1,30
URDH-0004299,FAT-0004689,2026-09-11,2026-09-18,31665.31,30
URDH-0004300,FAT-0004690,2026-09-18,2026-09-18,122218.52,30
URDH-0004301,FAT-0004691,2026-09-18,2026-09-18,4765.97,30
URDH-0004302,FAT-0004692,2026-09-18,2026-09-18,121063.96,30
URDH-0004303,FAT-0004693,2026-09-12,2026-09-12,349500.0,30
URDH-0004304,FAT-0004694,2026-09-08,2026-09-18,137800.13,30
URDH-0004305,FAT-0004695,2026-09-17,2026-09-18,419900.0,30
URDH-0004306,FAT-0004696,2026-09-18,2026-09-18,297799.42,30
URDH-0004307,FAT-0004697,2026-09-18,2026-09-18,64272.71,30
URDH-0004308,FAT-0004698,2026-09-18,2026-09-18,52814.49,30
URDH-0004309,FAT-0004700,2026-09-18,2026-09-18,30860.36,30
URDH-0004310,FAT-0004701,2026-09-16,2026-09-18,1.48,30
URDH-0004311,FAT-0004702,2026-09-18,2026-09-18,194425.54,30
URDH-0004312,FAT-0004703,2026-09-15,2026-09-18,115000.0,30
URDH-0004313,FAT-0004705,2026-09-03,2026-09-06,21468.63,30
URDH-0004314,FAT-0004706,2026-09-18,2026-09-18,78031.37,30
URDH-0004315,FAT-0004708,2026-09-18,2026-09-18,37113.55,30
URDH-0004316,FAT-0004709,2026-09-18,2026-09-18,83900.0,30
URDH-0004317,FAT-0004710,2026-09-18,2026-09-18,32567.06,30
URDH-0004318,FAT-0004711,2026-09-11,2026-09-15,6122.99,30
URDH-0004319,FAT-0004712,2026-09-03,2026-09-18,76296.45,30
URDH-0004320,FAT-0004713,2026-09-09,2026-09-18,300834.81,30
URDH-0004321,FAT-0004714,2026-09-18,2026-09-18,795224.01,30
URDH-0004322,FAT-0004715,2026-09-18,2026-09-18,178715.08,30
URDH-0004323,FAT-0004716,2026-09-18,2026-09-18,134609.46,30
URDH-0004324,FAT-0004717,2026-09-17,2026-09-17,488220.43,30
URDH-0004325,FAT-0004718,2026-09-14,2026-09-14,598371.38,30
URDH-0004326,FAT-0004719,2026-09-17,2026-09-18,5026666.66,30
URDH-0004327,FAT-0004720,2026-09-18,2026-09-18,93000.0,30
URDH-0004328,FAT-0004721,2026-09-13,2026-09-13,86973.89,30
URDH-0004329,FAT-0004723,2026-09-16,2026-09-16,2294742.79,30
URDH-0004330,FAT-0004724,2026-09-18,2026-09-18,428511.22,30
URDH-0004331,FAT-0004725,2026-09-17,2026-09-17,818.45,30
URDH-0004332,FAT-0004726,2026-09-15,2026-09-18,2280000.0,30
URDH-0004333,FAT-0004727,2026-09-09,2026-09-18,3818264.77,30
URDH-0004334,FAT-0004728,2026-09-18,2026-09-18,328990.0,30
URDH-0004335,FAT-0004729,2026-09-18,2026-09-18,420795.14,30
URDH-0004336,FAT-0004730,2026-09-16,2026-09-18,237197.45,30
URDH-0004337,FAT-0004731,2026-09-17,2026-09-17,144621.98,30
URDH-0004338,FAT-0004732,2026-09-15,2026-09-15,180904.1,30
URDH-0004339,FAT-0004733,2026-09-14,2026-09-18,371051.81,30
URDH-0004340,FAT-0004734,2026-09-17,2026-09-18,27606.34,30
URDH-0004341,FAT-0004735,2026-09-17,2026-09-18,22924.5,30
URDH-0004342,FAT-0004736,2026-09-18,2026-09-18,101398.78,30
URDH-0004343,FAT-0004737,2026-09-18,2026-09-18,16998.84,30
URDH-0004344,FAT-0004738,2026-09-17,2026-09-18,13084.68,30
URDH-0004345,FAT-0004739,2026-09-18,2026-09-18,23722.6,30
URDH-0004346,FAT-0004740,2026-09-14,2026-09-18,80840.0,30
URDH-0004347,FAT-0004741,2026-09-06,2026-09-15,5000.0,30
URDH-0004348,FAT-0004742,2026-09-07,2026-09-14,38502.68,30
URDH-0004349,FAT-0004743,2026-09-16,2026-09-18,223012.27,30
URDH-0004350,FAT-0004746,2026-09-18,2026-09-18,219000.0,30
URDH-0004351,FAT-0004747,2026-09-18,2026-09-18,619501.99,30
URDH-0004352,FAT-0004748,2026-09-18,2026-09-18,2281.82,30
URDH-0004353,FAT-0004749,2026-09-18,2026-09-18,458858.72,30
URDH-0004354,FAT-0004750,2026-09-18,2026-09-18,833924.99,30
URDH-0004355,FAT-0004751,2026-09-18,2026-09-18,457178.99,30
URDH-0004356,FAT-0004752,2026-09-06,2026-09-18,46768.45,30
URDH-0004357,FAT-0004753,2026-09-18,2026-09-18,248000.0,30
URDH-0004358,FAT-0004755,2026-09-18,2026-09-18,46711.89,30
URDH-0004359,FAT-0004756,2026-09-18,2026-09-18,115000.0,30
URDH-0004360,FAT-0004757,2026-09-18,2026-09-18,49071.2,30
URDH-0004361,FAT-0004759,2026-09-10,2026-09-18,230000.0,30
URDH-0004362,FAT-0004760,2026-09-09,2026-09-09,30255.26,30
URDH-0004363,FAT-0004761,2026-09-18,2026-09-18,6209.97,30
URDH-0004364,FAT-0004762,2026-09-18,2026-09-18,92000.0,30
URDH-0004365,FAT-0004763,2026-09-14,2026-09-18,7418.95,30
URDH-0004366,FAT-0004764,2026-09-11,2026-09-18,175471.8,30
URDH-0004367,FAT-0004765,2026-09-18,2026-09-18,15762.5,30
URDH-0004368,FAT-0004766,2026-09-14,2026-09-14,138318.38,30
URDH-0004369,FAT-0004767,2026-09-17,2026-09-18,68800.0,30
URDH-0004370,FAT-0004768,2026-09-18,2026-09-18,287000.0,30
URDH-0004371,FAT-0004769,2026-09-18,2026-09-18,426698.5,30
URDH-0004372,FAT-0004770,2026-09-18,2026-09-18,97894.14,30
URDH-0004373,FAT-0004771,2026-09-18,2026-09-18,150000.0,30
URDH-0004374,FAT-0004772,2026-09-18,2026-09-18,1287.82,30
URDH-0004375,FAT-0004773,2026-09-16,2026-09-18,53390.94,30
URDH-0004376,FAT-0004775,2026-09-15,2026-09-18,109452.23,30
URDH-0004377,FAT-0004776,2026-09-18,2026-09-18,210000.0,30
URDH-0004378,FAT-0004777,2026-09-18,2026-09-18,1911.65,30
URDH-0004379,FAT-0004778,2026-09-18,2026-09-18,758000.0,30
URDH-0004380,FAT-0004779,2026-09-18,2026-09-18,37753.44,30
URDH-0004381,FAT-0004780,2026-09-18,2026-09-18,75448.56,30
URDH-0004382,FAT-0004781,2026-09-18,2026-09-18,99800.0,30
URDH-0004383,FAT-0004782,2026-09-12,2026-09-18,216072.5,30
URDH-0004384,FAT-0004783,2026-09-18,2026-09-18,110200.0,30
URDH-0004385,FAT-0004784,2026-09-18,2026-09-18,80333.0,30
URDH-0004386,FAT-0004785,2026-09-18,2026-09-18,99500.0,30
URDH-0004387,FAT-0004786,2026-09-18,2026-09-18,50399.19,30
URDH-0004388,FAT-0004787,2026-09-18,2026-09-18,54118.05,30
URDH-0004389,FAT-0004788,2026-09-17,2026-09-18,391604.32,30
URDH-0004390,FAT-0004789,2026-09-16,2026-09-18,5246.0,30
URDH-0004391,FAT-0004790,2026-09-18,2026-09-18,100000.0,30
URDH-0004392,FAT-0004791,2026-09-18,2026-09-18,595000.0,30
URDH-0004393,FAT-0004792,2026-09-18,2026-09-18,460000.0,30
URDH-0004394,FAT-0004793,2026-09-18,2026-09-18,59366.83,30
URDH-0004395,FAT-0004794,2026-09-18,2026-09-18,2500.0,30
URDH-0004396,FAT-0004795,2026-09-18,2026-09-18,15831.88,30
URDH-0004397,FAT-0004796,2026-09-18,2026-09-18,64711.08,30
URDH-0004398,FAT-0004797,2026-09-18,2026-09-18,89544.62,30
URDH-0004399,FAT-0004798,2026-09-18,2026-09-18,1458.57,30
URDH-0004400,FAT-0004799,2026-09-18,2026-09-18,83075.0,30
URDH-0004401,FAT-0004800,2026-09-18,2026-09-18,99936.0,30
URDH-0004402,FAT-0004801,2026-09-18,2026-09-18,8993.12,30
URDH-0004403,FAT-0004802,2026-09-18,2026-09-18,62567.12,30
URDH-0004404,FAT-0004803,2026-09-18,2026-09-18,1200.61,30
URDH-0004405,FAT-0004804,2026-09-18,2026-09-18,23958.59,30
URDH-0004406,FAT-0004805,2026-09-18,2026-09-18,227.29,30
URDH-0004407,FAT-0004806,2026-09-10,2026-09-18,96300.0,30
URDH-0004408,FAT-0004808,2026-09-18,2026-09-18,5392.13,30
URDH-0004409,FAT-0004809,2026-09-18,2026-09-18,304000.0,30
URDH-0004410,FAT-0004810,2026-09-18,2026-09-18,32462.44,30
URDH-0004411,FAT-0004811,2026-09-18,2026-09-18,118528.56,30
URDH-0004412,FAT-0004812,2026-09-16,2026-09-18,840000.0,30
URDH-0004413,FAT-0004813,2026-09-18,2026-09-18,131175.11,30
URDH-0004414,FAT-0004815,2026-09-16,2026-09-18,261968.67,30
URDH-0004415,FAT-0004816,2026-09-18,2026-09-18,119516.15,30
URDH-0004416,FAT-0004817,2026-09-18,2026-09-18,97500.0,30
URDH-0004417,FAT-0004818,2026-09-15,2026-09-18,98433.0,30
URDH-0004418,FAT-0004819,2026-09-18,2026-09-18,31568.91,30
URDH-0004419,FAT-0004820,2026-09-15,2026-09-18,6.6,30
URDH-0004420,FAT-0004821,2026-09-18,2026-09-18,47489.0,30
URDH-0004421,FAT-0004822,2026-09-16,2026-09-18,142940.0,30
URDH-0004422,FAT-0004823,2026-09-18,2026-09-18,8750.0,30
URDH-0004423,FAT-0004824,2026-09-14,2026-09-18,141622.78,30
URDH-0004424,FAT-0004825,2026-09-18,2026-09-18,591268.0,30
URDH-0004425,FAT-0004826,2026-09-18,2026-09-18,299000.0,30
